endpoint,group,response resource,attribute,description
get+orgs_{org}_repos,template_repository.template_repository.created_at,repository,created_at,"{""type"": ""string"", ""format"": ""date-time"", ""example"": ""2011-01-26T19:01:12Z"", ""nullable"": true} schema: {""type"": ""string"", ""format"": ""date-time"", ""example"": ""2011-01-26T19:01:12Z"", ""nullable"": true}"
get+orgs_{org}_repos,template_repository.updated_at,repository,updated_at,"{""type"": ""string"", ""format"": ""date-time"", ""example"": ""2011-01-26T19:14:43Z"", ""nullable"": true} schema: {""type"": ""string"", ""format"": ""date-time"", ""example"": ""2011-01-26T19:14:43Z"", ""nullable"": true}"
get+orgs_{org}_repos,template_repository.template_repository.updated_at,repository,updated_at,"{""type"": ""string"", ""format"": ""date-time"", ""example"": ""2011-01-26T19:14:43Z"", ""nullable"": true} schema: {""type"": ""string"", ""format"": ""date-time"", ""example"": ""2011-01-26T19:14:43Z"", ""nullable"": true}"
get+orgs_{org}_repos,merges_url,minimal-repository,merges_url,"{""type"": ""string"", ""format"": ""uri""}"
get+orgs_{org}_repos,git_commits_url,minimal-repository,git_commits_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/commits{/sha}""}"
get+orgs_{org}_repos,html_url,minimal-repository,html_url,"{""type"": ""string"", ""format"": ""uri""}"
get+orgs_{org}_repos,events_url,minimal-repository,events_url,"{""type"": ""string"", ""format"": ""uri""}"
get+orgs_{org}_repos,collaborators_url,minimal-repository,collaborators_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/collaborators{/collaborator}""}"
get+orgs_{org}_repos,updated_at,minimal-repository,updated_at,"{""type"": ""string"", ""format"": ""date-time""}"
get+orgs_{org}_repos,git_tags_url,minimal-repository,git_tags_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/tags{/sha}""}"
get+orgs_{org}_repos,archive_url,minimal-repository,archive_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/{archive_format}{/ref}""}"
get+orgs_{org}_repos,teams_url,minimal-repository,teams_url,"{""type"": ""string"", ""format"": ""uri""}"
get+orgs_{org}_repos,assignees_url,minimal-repository,assignees_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/assignees{/user}""}"
get+orgs_{org}_repos,issue_comment_url,minimal-repository,issue_comment_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues/comments{/number}""}"
get+orgs_{org}_repos,pulls_url,minimal-repository,pulls_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/pulls{/number}""}"
get+orgs_{org}_repos,compare_url,minimal-repository,compare_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/compare/{base}...{head}""}"
get+orgs_{org}_repos,keys_url,minimal-repository,keys_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/keys{/key_id}""}"
get+orgs_{org}_repos,trees_url,minimal-repository,trees_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/trees{/sha}""}"
get+orgs_{org}_repos,contributors_url,minimal-repository,contributors_url,"{""type"": ""string"", ""format"": ""uri""}"
get+orgs_{org}_repos,forks_url,minimal-repository,forks_url,"{""type"": ""string"", ""format"": ""uri""}"
get+orgs_{org}_repos,languages_url,minimal-repository,languages_url,"{""type"": ""string"", ""format"": ""uri""}"
get+orgs_{org}_repos,commits_url,minimal-repository,commits_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/commits{/sha}""}"
get+orgs_{org}_repos,pushed_at,minimal-repository,pushed_at,"{""type"": ""string"", ""format"": ""date-time""}"
get+orgs_{org}_repos,blobs_url,minimal-repository,blobs_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/blobs{/sha}""}"
get+orgs_{org}_repos,labels_url,minimal-repository,labels_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/labels{/name}""}"
get+orgs_{org}_repos,statuses_url,minimal-repository,statuses_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/statuses/{sha}""}"
get+orgs_{org}_repos,deployments_url,minimal-repository,deployments_url,"{""type"": ""string"", ""format"": ""uri""}"
get+orgs_{org}_repos,created_at,minimal-repository,created_at,"{""type"": ""string"", ""format"": ""date-time""}"
get+orgs_{org}_repos,subscription_url,minimal-repository,subscription_url,"{""type"": ""string"", ""format"": ""uri""}"
get+orgs_{org}_repos,branches_url,minimal-repository,branches_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/branches{/branch}""}"
get+orgs_{org}_repos,hooks_url,minimal-repository,hooks_url,"{""type"": ""string"", ""format"": ""uri""}"
get+orgs_{org}_repos,subscribers_url,minimal-repository,subscribers_url,"{""type"": ""string"", ""format"": ""uri""}"
get+orgs_{org}_repos,url,minimal-repository,url,"{""type"": ""string"", ""format"": ""uri""}"
get+orgs_{org}_repos,stargazers_url,minimal-repository,stargazers_url,"{""type"": ""string"", ""format"": ""uri""}"
get+orgs_{org}_repos,comments_url,minimal-repository,comments_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/comments{/number}""}"
get+orgs_{org}_repos,downloads_url,minimal-repository,downloads_url,"{""type"": ""string"", ""format"": ""uri""}"
get+orgs_{org}_repos,notifications_url,minimal-repository,notifications_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/notifications{?since,all,participating}""}"
get+orgs_{org}_repos,contents_url,minimal-repository,contents_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/contents/{+path}""}"
get+orgs_{org}_repos,releases_url,minimal-repository,releases_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/releases{/id}""}"
get+orgs_{org}_repos,milestones_url,minimal-repository,milestones_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/milestones{/number}""}"
get+orgs_{org}_repos,git_refs_url,minimal-repository,git_refs_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/refs{/sha}""}"
get+orgs_{org}_repos,issues_url,minimal-repository,issues_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues{/number}""}"
get+orgs_{org}_repos,tags_url,minimal-repository,tags_url,"{""type"": ""string"", ""format"": ""uri""}"
get+orgs_{org}_repos,issue_events_url,minimal-repository,issue_events_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues/events{/number}""}"
get+orgs_{org}_repos,owner.starred_at,simple-user,starred_at,"{""type"": ""string"", ""example"": ""\""2020-07-09T00:17:55Z\""""}"
get+orgs_{org}_repos,template_repository.has_downloads,repository,has_downloads,"Whether downloads are enabled, schema: {""type"": ""boolean"", ""example"": true}"
get+orgs_{org}_repos,template_repository.template_repository.has_downloads,repository,has_downloads,"Whether downloads are enabled, schema: {""type"": ""boolean"", ""example"": true}"
get+orgs_{org}_repos,template_repository.homepage,repository,homepage,"{""type"": ""string"", ""format"": ""uri""}"
get+orgs_{org}_repos,template_repository.template_repository.homepage,repository,homepage,"{""type"": ""string"", ""format"": ""uri""}"
get+orgs_{org}_repos,template_repository.starred_at,repository,starred_at,"{""type"": ""string"", ""example"": ""\""2020-07-09T00:17:42Z\""""}"
get+orgs_{org}_repos,template_repository.visibility,repository,visibility,"The repository visibility: public, private, or internal"
get+orgs_{org}_repos,template_repository.template_repository.visibility,repository,visibility,"The repository visibility: public, private, or internal"
