endpoint,group,invariant,invariantType,variables,postmanAssertion,pptname
post+projects,namespace.id,"input.namespace_id == return.namespace.id
return.namespace.id >= 1","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.unary.scalar.LowerBound","(input.namespace_id, return.namespace.id)
(return.namespace.id)","pm.expect(input_namespace_id).to.eql(return_namespace_id)
pm.expect(return_namespace_id).to.be.at.least(1)","/projects&/projects&post&201():::EXIT
/projects&/projects&post&201():::EXIT"
post+projects,namespace.kind,"return.namespace.kind one of { ""group"", ""user"" }",daikon.inv.unary.string.OneOfString,(return.namespace.kind),"pm.expect([""group"", ""user""].includes(return_namespace_kind)).to.be.true",/projects&/projects&post&201():::EXIT
post+projects,namespace.path,return.namespace.path is a substring of return.namespace.full_path,daikon.inv.binary.twoString.StdString$SubString,"(return.namespace.path, return.namespace.full_path)",pm.expect(return_namespace_full_path.includes(return_namespace_path)).to.be.true,/projects&/projects&post&201():::EXIT
post+projects,only_allow_merge_if_all_discussions_are_resolved,input.only_allow_merge_if_all_discussions_are_resolved == return.only_allow_merge_if_all_discussions_are_resolved,daikon.inv.binary.twoScalar.IntEqual,"(input.only_allow_merge_if_all_discussions_are_resolved, return.only_allow_merge_if_all_discussions_are_resolved)",pm.expect(input_only_allow_merge_if_all_discussions_are_resolved).to.eql(return_only_allow_merge_if_all_discussions_are_resolved),/projects&/projects&post&201():::EXIT
post+projects,only_allow_merge_if_pipeline_succeeds,input.only_allow_merge_if_pipeline_succeeds == return.only_allow_merge_if_pipeline_succeeds,daikon.inv.binary.twoScalar.IntEqual,"(input.only_allow_merge_if_pipeline_succeeds, return.only_allow_merge_if_pipeline_succeeds)",pm.expect(input_only_allow_merge_if_pipeline_succeeds).to.eql(return_only_allow_merge_if_pipeline_succeeds),/projects&/projects&post&201():::EXIT
post+projects,open_issues_count,"return.open_issues_count == return.forks_count
return.open_issues_count <= size(return.tag_list[])","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntLessEqual","(return.open_issues_count, return.forks_count)
(return.open_issues_count, size(return.tag_list[..]))","pm.expect(return_open_issues_count).to.eql(return_forks_count)
pm.expect(return_open_issues_count).to.be.lte(return_tag_list_size_array)","/projects&/projects&post&201():::EXIT
/projects&/projects&post&201():::EXIT"
post+projects,owner.id,"return.owner.id == return.creator_id
return.owner.id <= return.namespace.id","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntLessEqual","(return.owner.id, return.creator_id)
(return.owner.id, return.namespace.id)","pm.expect(return_owner_id).to.eql(return_creator_id)
pm.expect(return_owner_id).to.be.lte(return_namespace_id)","/projects&/projects&post&201():::EXIT
/projects&/projects&post&201():::EXIT"
post+projects,owner.name,"return.owner.name == return.namespace.name
return.owner.name is a substring of return.name_with_namespace","daikon.inv.binary.twoString.StringEqual
daikon.inv.binary.twoString.StdString$SubString","(return.owner.name, return.namespace.name)
(return.owner.name, return.name_with_namespace)","pm.expect(return_owner_name).to.eql(return_namespace_name)
pm.expect(return_name_with_namespace.includes(return_owner_name)).to.be.true","/projects&/projects&post&201():::EXIT
/projects&/projects&post&201():::EXIT"
post+projects,packages_enabled,input.packages_enabled == return.packages_enabled,daikon.inv.binary.twoScalar.IntEqual,"(input.packages_enabled, return.packages_enabled)",pm.expect(input_packages_enabled).to.eql(return_packages_enabled),/projects&/projects&post&201():::EXIT
post+projects,path,"input.path == return.path
return.path is a substring of return.path_with_namespace","daikon.inv.binary.twoString.StringEqual
daikon.inv.binary.twoString.StdString$SubString","(input.path, return.path)
(return.path, return.path_with_namespace)","pm.expect(input_path).to.eql(return_path)
pm.expect(return_path_with_namespace.includes(return_path)).to.be.true","/projects&/projects&post&201():::EXIT
/projects&/projects&post&201():::EXIT"
post+projects,path_with_namespace,"input.path is a substring of return.path_with_namespace
return.namespace.full_path is a substring of return.path_with_namespace","daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString","(input.path, return.path_with_namespace)
(return.path_with_namespace, return.namespace.full_path)","pm.expect(return_path_with_namespace.includes(input_path)).to.be.true
pm.expect(return_path_with_namespace.includes(return_namespace_full_path)).to.be.true","/projects&/projects&post&201():::EXIT
/projects&/projects&post&201():::EXIT"
post+projects,permissions,return.permissions == null,daikon.inv.unary.scalar.OneOfScalar,(return.permissions),pm.expect(return_permissions).to.be.null,/projects&/projects&post&201():::EXIT
post+projects,permissions.group_access,return.permissions.group_access == null,daikon.inv.unary.scalar.OneOfScalar,(return.permissions.group_access),pm.expect(return_permissions_group_access).to.be.null,/projects&/projects&post&201():::EXIT
post+projects,permissions.project_access,return.permissions.project_access == null,daikon.inv.unary.scalar.OneOfScalar,(return.permissions.project_access),pm.expect(return_permissions_project_access).to.be.null,/projects&/projects&post&201():::EXIT
post+projects,public_jobs,input.public_builds == return.public_jobs,daikon.inv.binary.twoScalar.IntEqual,"(input.public_builds, return.public_jobs)",pm.expect(input_public_builds).to.eql(return_public_jobs),/projects&/projects&post&201():::EXIT
post+projects,readme_url,input.default_branch is a substring of return.readme_url,daikon.inv.binary.twoString.StdString$SubString,"(input.default_branch, return.readme_url)",pm.expect(return_readme_url.includes(input_default_branch)).to.be.true,/projects&/projects&post&201():::EXIT
post+projects,remove_source_branch_after_merge,input.remove_source_branch_after_merge == return.remove_source_branch_after_merge,daikon.inv.binary.twoScalar.IntEqual,"(input.remove_source_branch_after_merge, return.remove_source_branch_after_merge)",pm.expect(input_remove_source_branch_after_merge).to.eql(return_remove_source_branch_after_merge),/projects&/projects&post&201():::EXIT
post+projects,repository_storage,"input.repository_storage == return.repository_storage
return.repository_storage == ""default""
LENGTH(return.repository_storage)==7","daikon.inv.binary.twoString.StringEqual
daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(input.repository_storage, return.repository_storage)
(return.repository_storage)
(return.repository_storage)","pm.expect(input_repository_storage).to.eql(return_repository_storage)
pm.expect([""default""].includes(return_repository_storage)).to.be.true
pm.expect(return_repository_storage).to.have.length(7)","/projects&/projects&post&201():::EXIT
/projects&/projects&post&201():::EXIT
/projects&/projects&post&201():::EXIT"
post+projects,request_access_enabled,input.request_access_enabled == return.request_access_enabled,daikon.inv.binary.twoScalar.IntEqual,"(input.request_access_enabled, return.request_access_enabled)",pm.expect(input_request_access_enabled).to.eql(return_request_access_enabled),/projects&/projects&post&201():::EXIT
post+projects,resolve_outdated_diff_discussions,input.resolve_outdated_diff_discussions == return.resolve_outdated_diff_discussions,daikon.inv.binary.twoScalar.IntEqual,"(input.resolve_outdated_diff_discussions, return.resolve_outdated_diff_discussions)",pm.expect(input_resolve_outdated_diff_discussions).to.eql(return_resolve_outdated_diff_discussions),/projects&/projects&post&201():::EXIT
post+projects,runners_token,LENGTH(return.runners_token)==29,daikon.inv.unary.string.FixedLengthString,(return.runners_token),pm.expect(return_runners_token).to.have.length(29),/projects&/projects&post&201():::EXIT
post+projects,shared_runners_enabled,input.shared_runners_enabled == return.shared_runners_enabled,daikon.inv.binary.twoScalar.IntEqual,"(input.shared_runners_enabled, return.shared_runners_enabled)",pm.expect(input_shared_runners_enabled).to.eql(return_shared_runners_enabled),/projects&/projects&post&201():::EXIT
post+projects,shared_with_groups,return.shared_with_groups[] == [],daikon.inv.unary.sequence.OneOfSequence,(return.shared_with_groups[..]),pm.expect([[]].some(value => pm.expect(return_shared_with_groups_array).to.deep.equal(value).that)).to.be.true,/projects&/projects&post&201():::EXIT
post+projects,ssh_url_to_repo,return.path_with_namespace is a substring of return.ssh_url_to_repo,daikon.inv.binary.twoString.StdString$SubString,"(return.ssh_url_to_repo, return.path_with_namespace)",pm.expect(return_ssh_url_to_repo.includes(return_path_with_namespace)).to.be.true,/projects&/projects&post&201():::EXIT
post+projects,statistics,return.statistics == null,daikon.inv.unary.scalar.OneOfScalar,(return.statistics),pm.expect(return_statistics).to.be.null,/projects&/projects&post&201():::EXIT
post+projects,tag_list,size(input.tag_list[]) == size(return.tag_list[]),daikon.inv.binary.twoScalar.IntEqual,"(size(input.tag_list[..]), size(return.tag_list[..]))",pm.expect(input_tag_list_size_array).to.eql(return_tag_list_size_array),/projects&/projects&post&201():::EXIT
post+projects,visibility,"input.visibility == return.visibility
return.visibility one of { ""internal"", ""private"", ""public"" }","daikon.inv.binary.twoString.StringEqual
daikon.inv.unary.string.OneOfString","(input.visibility, return.visibility)
(return.visibility)","pm.expect(input_visibility).to.eql(return_visibility)
pm.expect([""internal"", ""private"", ""public""].includes(return_visibility)).to.be.true","/projects&/projects&post&201():::EXIT
/projects&/projects&post&201():::EXIT"
post+projects,web_url,"return.web_url is a substring of return.readme_url
return.path_with_namespace is a substring of return.web_url","daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString","(return.web_url, return.readme_url)
(return.web_url, return.path_with_namespace)","pm.expect(return_readme_url.includes(return_web_url)).to.be.true
pm.expect(return_web_url.includes(return_path_with_namespace)).to.be.true","/projects&/projects&post&201():::EXIT
/projects&/projects&post&201():::EXIT"
post+projects_{id}_protected_branches,allow_force_push,input.allow_force_push == return.allow_force_push,daikon.inv.binary.twoScalar.IntEqual,"(input.allow_force_push, return.allow_force_push)",pm.expect(input_allow_force_push).to.eql(return_allow_force_push),/projects/{id}/protected_branches&/projects/{id}/protected_branches&post&201():::EXIT
post+projects_{id}_protected_branches,code_owner_approval_required,return.code_owner_approval_required == false,daikon.inv.unary.scalar.OneOfScalar,(return.code_owner_approval_required),pm.expect(return_code_owner_approval_required).to.eql(false),/projects/{id}/protected_branches&/projects/{id}/protected_branches&post&201():::EXIT
post+projects_{id}_protected_branches,merge_access_levels,"size(return.merge_access_levels[]) == size(return.push_access_levels[])
size(return.merge_access_levels[]) == size(return.push_access_levels[])
size(return.merge_access_levels[]) == size(return.unprotect_access_levels[])
size(return.merge_access_levels[]) == size(return.unprotect_access_levels[])
size(return.merge_access_levels[]) == 1","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.unary.scalar.OneOfScalar","(size(return.merge_access_levels[..]), size(return.push_access_levels[..]))
(size(return.merge_access_levels[..]), size(return.push_access_levels[..]))
(size(return.merge_access_levels[..]), size(return.unprotect_access_levels[..]))
(size(return.merge_access_levels[..]), size(return.unprotect_access_levels[..]))
(size(return.merge_access_levels[..]))","pm.expect(return_merge_access_levels_size_array).to.eql(return_push_access_levels_size_array)
pm.expect(return_merge_access_levels_size_array).to.eql(return_push_access_levels_size_array)
pm.expect(return_merge_access_levels_size_array).to.eql(return_unprotect_access_levels_size_array)
pm.expect(return_merge_access_levels_size_array).to.eql(return_unprotect_access_levels_size_array)
pm.expect([1].includes(return_merge_access_levels_size_array)).to.be.true","/projects/{id}/protected_branches&/projects/{id}/protected_branches&post&201():::EXIT
/projects/{id}/protected_branches&/projects/{id}/protected_branches&post&201():::EXIT
/projects/{id}/protected_branches&/projects/{id}/protected_branches&post&201():::EXIT
/projects/{id}/protected_branches&/projects/{id}/protected_branches&post&201():::EXIT
/projects/{id}/protected_branches&/projects/{id}/protected_branches&post&201():::EXIT"
post+projects_{id}_protected_branches,merge_access_levels.access_level,return.access_level >= 0,daikon.inv.unary.scalar.LowerBound,(return.access_level),pm.expect(return_access_level).to.be.at.least(0),/projects/{id}/protected_branches&/projects/{id}/protected_branches&post&201&merge_access_levels():::EXIT
post+projects_{id}_protected_branches,merge_access_levels.access_level_description,"return.access_level_description one of { ""Developers + Maintainers"", ""Maintainers"", ""No one"" }",daikon.inv.unary.string.OneOfString,(return.access_level_description),"pm.expect([""Developers + Maintainers"", ""Maintainers"", ""No one""].includes(return_access_level_description)).to.be.true",/projects/{id}/protected_branches&/projects/{id}/protected_branches&post&201&merge_access_levels():::EXIT
post+projects_{id}_protected_branches,name,input.name == return.name,daikon.inv.binary.twoString.StringEqual,"(input.name, return.name)",pm.expect(input_name).to.eql(return_name),/projects/{id}/protected_branches&/projects/{id}/protected_branches&post&201():::EXIT
post+projects_{id}_protected_branches,push_access_levels.access_level,return.access_level >= 0,daikon.inv.unary.scalar.LowerBound,(return.access_level),pm.expect(return_access_level).to.be.at.least(0),/projects/{id}/protected_branches&/projects/{id}/protected_branches&post&201&push_access_levels():::EXIT
post+projects_{id}_protected_branches,push_access_levels.access_level_description,"return.access_level_description one of { ""Developers + Maintainers"", ""Maintainers"", ""No one"" }",daikon.inv.unary.string.OneOfString,(return.access_level_description),"pm.expect([""Developers + Maintainers"", ""Maintainers"", ""No one""].includes(return_access_level_description)).to.be.true",/projects/{id}/protected_branches&/projects/{id}/protected_branches&post&201&push_access_levels():::EXIT
post+projects_{id}_protected_branches,unprotect_access_levels.access_level,return.access_level >= 0,daikon.inv.unary.scalar.LowerBound,(return.access_level),pm.expect(return_access_level).to.be.at.least(0),/projects/{id}/protected_branches&/projects/{id}/protected_branches&post&201&unprotect_access_levels():::EXIT
post+projects_{id}_protected_branches,unprotect_access_levels.access_level_description,"return.access_level_description one of { ""Developers + Maintainers"", ""Maintainers"", ""No one"" }",daikon.inv.unary.string.OneOfString,(return.access_level_description),"pm.expect([""Developers + Maintainers"", ""Maintainers"", ""No one""].includes(return_access_level_description)).to.be.true",/projects/{id}/protected_branches&/projects/{id}/protected_branches&post&201&unprotect_access_levels():::EXIT
post+projects_{id}_repository_branches,can_push,return.can_push == true,daikon.inv.unary.scalar.OneOfScalar,(return.can_push),pm.expect(return_can_push).to.eql(true),/projects/{id}/repository/branches&/projects/{id}/repository/branches&post&201():::EXIT
post+projects_{id}_repository_branches,commit.author_email,return.commit.author_email is Email,daikon.inv.unary.string.IsEmail,(return.commit.author_email),"pm.expect(return_commit_author_email).to.match(/^(?:[A-Za-z0-9!#$%&'*+/=?^_`{|}~-]+(?:\.[A-Za-z0-9!#$%&'*+/=?^_`{|}~-]+)*|""(?:[\x01-\x08\x0b\x0c\x0e-\x1f\x21\x23-\x5b\x5d-\x7f]|\\[\x01-\x09\x0b\x0c\x0e-\x7f])*"")@(?:(?:[A-Za-z0-9](?:[A-Za-z0-9-]*[A-Za-z0-9])?\.)+[A-Za-z0-9](?:[A-Za-z0-9-]*[A-Za-z0-9])?|\[(?:(?:25[0-5]|2[0-4][0-9]|[01]?[0-9][0-9]?)\.){3}(?:25[0-5]|2[0-4][0-9]|[01]?[0-9]^[0-9]?|[A-Za-z0-9-]*[A-Za-z0-9]:(?:[\x01-\x08\x0b\x0c\x0e-\x1f\x21-\x5a\x53-\x7f]|\\[\x01-\x09\x0b\x0c\x0e-\x7f])+)\])$/)",/projects/{id}/repository/branches&/projects/{id}/repository/branches&post&201():::EXIT
post+projects_{id}_repository_branches,commit.authored_date,"LENGTH(return.commit.authored_date)==29
return.commit.authored_date is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.commit.authored_date)
(return.commit.authored_date)","pm.expect(return_commit_authored_date).to.have.length(29)
pm.expect(return_commit_authored_date).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)","/projects/{id}/repository/branches&/projects/{id}/repository/branches&post&201():::EXIT
/projects/{id}/repository/branches&/projects/{id}/repository/branches&post&201():::EXIT"
post+projects_{id}_repository_branches,commit.committer_email,return.commit.committer_email is Email,daikon.inv.unary.string.IsEmail,(return.commit.committer_email),"pm.expect(return_commit_committer_email).to.match(/^(?:[A-Za-z0-9!#$%&'*+/=?^_`{|}~-]+(?:\.[A-Za-z0-9!#$%&'*+/=?^_`{|}~-]+)*|""(?:[\x01-\x08\x0b\x0c\x0e-\x1f\x21\x23-\x5b\x5d-\x7f]|\\[\x01-\x09\x0b\x0c\x0e-\x7f])*"")@(?:(?:[A-Za-z0-9](?:[A-Za-z0-9-]*[A-Za-z0-9])?\.)+[A-Za-z0-9](?:[A-Za-z0-9-]*[A-Za-z0-9])?|\[(?:(?:25[0-5]|2[0-4][0-9]|[01]?[0-9][0-9]?)\.){3}(?:25[0-5]|2[0-4][0-9]|[01]?[0-9]^[0-9]?|[A-Za-z0-9-]*[A-Za-z0-9]:(?:[\x01-\x08\x0b\x0c\x0e-\x1f\x21-\x5a\x53-\x7f]|\\[\x01-\x09\x0b\x0c\x0e-\x7f])+)\])$/)",/projects/{id}/repository/branches&/projects/{id}/repository/branches&post&201():::EXIT
post+projects_{id}_repository_branches,commit.created_at,"LENGTH(return.commit.created_at)==29
return.commit.created_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.commit.created_at)
(return.commit.created_at)","pm.expect(return_commit_created_at).to.have.length(29)
pm.expect(return_commit_created_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)","/projects/{id}/repository/branches&/projects/{id}/repository/branches&post&201():::EXIT
/projects/{id}/repository/branches&/projects/{id}/repository/branches&post&201():::EXIT"
post+projects_{id}_repository_branches,commit.id,"LENGTH(return.commit.id)==40
return.commit.short_id is a substring of return.commit.id","daikon.inv.unary.string.FixedLengthString
daikon.inv.binary.twoString.StdString$SubString","(return.commit.id)
(return.commit.id, return.commit.short_id)","pm.expect(return_commit_id).to.have.length(40)
pm.expect(return_commit_id.includes(return_commit_short_id)).to.be.true","/projects/{id}/repository/branches&/projects/{id}/repository/branches&post&201():::EXIT
/projects/{id}/repository/branches&/projects/{id}/repository/branches&post&201():::EXIT"
post+projects_{id}_repository_branches,commit.message,return.commit.title is a substring of return.commit.message,daikon.inv.binary.twoString.StdString$SubString,"(return.commit.message, return.commit.title)",pm.expect(return_commit_message.includes(return_commit_title)).to.be.true,/projects/{id}/repository/branches&/projects/{id}/repository/branches&post&201():::EXIT
post+projects_{id}_repository_branches,commit.parent_ids,"All the elements of return.commit.parent_ids[] have LENGTH=40
size(return.commit.parent_ids[]) one of { 0, 1, 2 }","daikon.inv.unary.stringsequence.SequenceFixedLengthString
daikon.inv.unary.scalar.OneOfScalar","(return.commit.parent_ids[..])
(size(return.commit.parent_ids[..]))","pm.expect(return_commit_parent_ids_array.every(element => element.length === 40)).to.be.true
pm.expect([0, 1, 2].includes(return_commit_parent_ids_size_array)).to.be.true","/projects/{id}/repository/branches&/projects/{id}/repository/branches&post&201():::EXIT
/projects/{id}/repository/branches&/projects/{id}/repository/branches&post&201():::EXIT"
post+projects_{id}_repository_branches,commit.short_id,LENGTH(return.commit.short_id)==8,daikon.inv.unary.string.FixedLengthString,(return.commit.short_id),pm.expect(return_commit_short_id).to.have.length(8),/projects/{id}/repository/branches&/projects/{id}/repository/branches&post&201():::EXIT
post+projects_{id}_repository_branches,default,"return.default == return.developers_can_merge
return.default == return.developers_can_push
return.default == false","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.unary.scalar.OneOfScalar","(return.default, return.developers_can_merge)
(return.default, return.developers_can_push)
(return.default)","pm.expect(return_default).to.eql(return_developers_can_merge)
pm.expect(return_default).to.eql(return_developers_can_push)
pm.expect(return_default).to.eql(false)","/projects/{id}/repository/branches&/projects/{id}/repository/branches&post&201():::EXIT
/projects/{id}/repository/branches&/projects/{id}/repository/branches&post&201():::EXIT
/projects/{id}/repository/branches&/projects/{id}/repository/branches&post&201():::EXIT"
post+projects_{id}_repository_branches,name,input.branch == return.name,daikon.inv.binary.twoString.StringEqual,"(input.branch, return.name)",pm.expect(input_branch).to.eql(return_name),/projects/{id}/repository/branches&/projects/{id}/repository/branches&post&201():::EXIT
post+projects_{id}_repository_branches,web_url,input.branch is a substring of return.web_url,daikon.inv.binary.twoString.StdString$SubString,"(input.branch, return.web_url)",pm.expect(return_web_url.includes(input_branch)).to.be.true,/projects/{id}/repository/branches&/projects/{id}/repository/branches&post&201():::EXIT
