endpoint,group,invariant,invariantType,variables,pptname,tp
get+groups_{id}_descendant_groups,statistics.job_artifacts_size,"return.statistics.job_artifacts_size == return.statistics.lfs_objects_size
return.statistics.job_artifacts_size == return.statistics.packages_size
return.statistics.job_artifacts_size == return.statistics.snippets_size
return.statistics.job_artifacts_size == 0
return.default_branch_protection >= return.statistics.job_artifacts_size
return.statistics.job_artifacts_size <= return.statistics.repository_size
return.statistics.job_artifacts_size <= return.statistics.wiki_size
return.statistics.job_artifacts_size <= return.two_factor_grace_period","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.unary.scalar.OneOfScalar
daikon.inv.binary.twoScalar.IntGreaterEqual
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntLessEqual","(return.statistics.job_artifacts_size, return.statistics.lfs_objects_size)
(return.statistics.job_artifacts_size, return.statistics.packages_size)
(return.statistics.job_artifacts_size, return.statistics.snippets_size)
(return.statistics.job_artifacts_size)
(return.default_branch_protection, return.statistics.job_artifacts_size)
(return.statistics.job_artifacts_size, return.statistics.repository_size)
(return.statistics.job_artifacts_size, return.statistics.wiki_size)
(return.statistics.job_artifacts_size, return.two_factor_grace_period)","/groups/{id}/descendant_groups&/groups/{id}/descendant_groups&get&200():::EXIT
/groups/{id}/descendant_groups&/groups/{id}/descendant_groups&get&200():::EXIT
/groups/{id}/descendant_groups&/groups/{id}/descendant_groups&get&200():::EXIT
/groups/{id}/descendant_groups&/groups/{id}/descendant_groups&get&200():::EXIT
/groups/{id}/descendant_groups&/groups/{id}/descendant_groups&get&200():::EXIT
/groups/{id}/descendant_groups&/groups/{id}/descendant_groups&get&200():::EXIT
/groups/{id}/descendant_groups&/groups/{id}/descendant_groups&get&200():::EXIT
/groups/{id}/descendant_groups&/groups/{id}/descendant_groups&get&200():::EXIT",1.0
get+groups_{id}_descendant_groups,statistics.repository_size,"return.statistics.repository_size >= 0
return.statistics.repository_size >= return.statistics.wiki_size","daikon.inv.unary.scalar.LowerBound
daikon.inv.binary.twoScalar.IntGreaterEqual","(return.statistics.repository_size)
(return.statistics.repository_size, return.statistics.wiki_size)","/groups/{id}/descendant_groups&/groups/{id}/descendant_groups&get&200():::EXIT
/groups/{id}/descendant_groups&/groups/{id}/descendant_groups&get&200():::EXIT",1.0
get+groups_{id}_descendant_groups,statistics.storage_size,"return.statistics.storage_size >= 0
return.statistics.job_artifacts_size <= return.statistics.storage_size
return.statistics.repository_size <= return.statistics.storage_size
return.statistics.storage_size >= return.statistics.wiki_size","daikon.inv.unary.scalar.LowerBound
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntGreaterEqual","(return.statistics.storage_size)
(return.statistics.job_artifacts_size, return.statistics.storage_size)
(return.statistics.repository_size, return.statistics.storage_size)
(return.statistics.storage_size, return.statistics.wiki_size)","/groups/{id}/descendant_groups&/groups/{id}/descendant_groups&get&200():::EXIT
/groups/{id}/descendant_groups&/groups/{id}/descendant_groups&get&200():::EXIT
/groups/{id}/descendant_groups&/groups/{id}/descendant_groups&get&200():::EXIT
/groups/{id}/descendant_groups&/groups/{id}/descendant_groups&get&200():::EXIT",1.0
get+groups_{id}_descendant_groups,statistics.wiki_size,return.statistics.wiki_size >= 0,daikon.inv.unary.scalar.LowerBound,(return.statistics.wiki_size),/groups/{id}/descendant_groups&/groups/{id}/descendant_groups&get&200():::EXIT,1.0
get+groups_{id}_descendant_groups,subgroup_creation_level,"return.subgroup_creation_level one of { ""maintainer"", ""owner"" }",daikon.inv.unary.string.OneOfString,(return.subgroup_creation_level),/groups/{id}/descendant_groups&/groups/{id}/descendant_groups&get&200():::EXIT,1.0
get+groups_{id}_descendant_groups,two_factor_grace_period,return.two_factor_grace_period >= 0,daikon.inv.unary.scalar.LowerBound,(return.two_factor_grace_period),/groups/{id}/descendant_groups&/groups/{id}/descendant_groups&get&200():::EXIT,1.0
get+groups_{id}_descendant_groups,visibility,"return.visibility one of { ""internal"", ""private"" }",daikon.inv.unary.string.OneOfString,(return.visibility),/groups/{id}/descendant_groups&/groups/{id}/descendant_groups&get&200():::EXIT,1.0
get+groups_{id}_hooks,created_at,"LENGTH(return.created_at)==24
return.created_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.created_at)
(return.created_at)","/groups/{id}/hooks&/groups/{id}/hooks&get&200():::EXIT
/groups/{id}/hooks&/groups/{id}/hooks&get&200():::EXIT",1.0
get+groups_{id}_hooks,group_id,input.id == return.group_id,daikon.inv.binary.twoScalar.IntEqual,"(input.id, return.group_id)",/groups/{id}/hooks&/groups/{id}/hooks&get&200():::EXIT,1.0
get+groups_{id}_hooks_{hook_id},created_at,"LENGTH(return.created_at)==24
return.created_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.created_at)
(return.created_at)","/groups/{id}/hooks/{hook_id}&/groups/{id}/hooks/{hook_id}&get&200():::EXIT
/groups/{id}/hooks/{hook_id}&/groups/{id}/hooks/{hook_id}&get&200():::EXIT",1.0
get+groups_{id}_hooks_{hook_id},group_id,input.id == return.group_id,daikon.inv.binary.twoScalar.IntEqual,"(input.id, return.group_id)",/groups/{id}/hooks/{hook_id}&/groups/{id}/hooks/{hook_id}&get&200():::EXIT,1.0
get+groups_{id}_hooks_{hook_id},id,input.hook_id == return.id,daikon.inv.binary.twoScalar.IntEqual,"(input.hook_id, return.id)",/groups/{id}/hooks/{hook_id}&/groups/{id}/hooks/{hook_id}&get&200():::EXIT,1.0
get+groups_{id}_projects,_links.self,"return._links.self is a substring of return._links.issues
return._links.self is a substring of return._links.merge_requests
return._links.self is a substring of return._links.repo_branches
return._links.self is a substring of return._links.labels
return._links.self is a substring of return._links.events
return._links.self is a substring of return._links.members","daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString","(return._links.self, return._links.issues)
(return._links.self, return._links.merge_requests)
(return._links.self, return._links.repo_branches)
(return._links.self, return._links.labels)
(return._links.self, return._links.events)
(return._links.self, return._links.members)","/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT
/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT
/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT
/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT
/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT
/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT",1.0
get+groups_{id}_projects,archived,input.archived == return.archived,daikon.inv.binary.twoScalar.IntEqual,"(input.archived, return.archived)",/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT,1.0
get+groups_{id}_projects,array,size(return.array[]) >= 1,daikon.inv.unary.scalar.LowerBound,(size(return.array[..])),/groups/{id}/projects&/groups/{id}/projects&get&200%array():::EXIT,0.0
get+groups_{id}_projects,created_at,"LENGTH(return.created_at)==24
return.created_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.created_at)
(return.created_at)","/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT
/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT",1.0
get+groups_{id}_projects,creator_id,"return.creator_id >= 1
input.per_page > return.creator_id
return.creator_id <= return.namespace.id
return.creator_id >= size(return.shared_with_groups[])","daikon.inv.unary.scalar.LowerBound
daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntGreaterEqual","(return.creator_id)
(input.per_page, return.creator_id)
(return.creator_id, return.namespace.id)
(return.creator_id, size(return.shared_with_groups[..]))","/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT
/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT
/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT
/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT",1.0
get+groups_{id}_projects,default_branch,return.default_branch is a substring of return.readme_url,daikon.inv.binary.twoString.StdString$SubString,"(return.default_branch, return.readme_url)",/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT,1.0
get+groups_{id}_projects,forks_count,return.forks_count >= 0,daikon.inv.unary.scalar.LowerBound,(return.forks_count),/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT,1.0
get+groups_{id}_projects,import_status,"return.import_status one of { ""finished"", ""none"" }",daikon.inv.unary.string.OneOfString,(return.import_status),/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT,1.0
get+groups_{id}_projects,last_activity_at,"LENGTH(return.last_activity_at)==24
return.last_activity_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.last_activity_at)
(return.last_activity_at)","/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT
/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT",1.0
get+groups_{id}_projects,merge_method,"return.merge_method one of { ""ff"", ""merge"", ""rebase_merge"" }",daikon.inv.unary.string.OneOfString,(return.merge_method),/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT,1.0
get+groups_{id}_projects,name_with_namespace,"return.name is a substring of return.name_with_namespace
return.namespace.name is a substring of return.name_with_namespace","daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString","(return.name, return.name_with_namespace)
(return.name_with_namespace, return.namespace.name)","/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT
/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT",1.0
get+groups_{id}_projects,namespace.id,return.namespace.id >= size(return.shared_with_groups[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.namespace.id, size(return.shared_with_groups[..]))",/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT,1.0
get+groups_{id}_projects,namespace.kind,"return.namespace.kind one of { ""group"", ""user"" }",daikon.inv.unary.string.OneOfString,(return.namespace.kind),/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT,1.0
get+groups_{id}_projects,namespace.path,return.namespace.path is a substring of return.namespace.full_path,daikon.inv.binary.twoString.StdString$SubString,"(return.namespace.path, return.namespace.full_path)",/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT,1.0
get+groups_{id}_projects,open_issues_count,"return.open_issues_count == 0
return.open_issues_count <= return.forks_count
return.open_issues_count <= return.star_count
return.open_issues_count <= size(return.shared_with_groups[])","daikon.inv.unary.scalar.OneOfScalar
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntLessEqual","(return.open_issues_count)
(return.open_issues_count, return.forks_count)
(return.open_issues_count, return.star_count)
(return.open_issues_count, size(return.shared_with_groups[..]))","/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT
/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT
/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT
/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT",1.0
get+groups_{id}_projects,path_with_namespace,"return.path_with_namespace is a substring of return.ssh_url_to_repo
return.path_with_namespace is a substring of return.web_url
return.path is a substring of return.path_with_namespace
return.namespace.full_path is a substring of return.path_with_namespace","daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString","(return.ssh_url_to_repo, return.path_with_namespace)
(return.web_url, return.path_with_namespace)
(return.path, return.path_with_namespace)
(return.path_with_namespace, return.namespace.full_path)","/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT
/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT
/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT
/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT",1.0
get+groups_{id}_projects,resolve_outdated_diff_discussions,input.simple == return.resolve_outdated_diff_discussions,daikon.inv.binary.twoScalar.IntEqual,"(input.simple, return.resolve_outdated_diff_discussions)",/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT,1.0
get+groups_{id}_projects,shared_with_groups,"size(return.shared_with_groups[]) one of { 0, 1 }",daikon.inv.unary.scalar.OneOfScalar,(size(return.shared_with_groups[..])),/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT,1.0
get+groups_{id}_projects,shared_with_groups.expires_at,"return.expires_at == ""2027-03-30""
input.min_access_level is a substring of return.expires_at","daikon.inv.unary.string.OneOfString
daikon.inv.binary.twoString.StdString$SubString","(return.expires_at)
(input.min_access_level, return.expires_at)","/groups/{id}/projects&/groups/{id}/projects&get&200&shared_with_groups():::EXIT
/groups/{id}/projects&/groups/{id}/projects&get&200&shared_with_groups():::EXIT",0.0
get+groups_{id}_projects,shared_with_groups.group_id,input.id >= return.group_id,daikon.inv.binary.twoScalar.IntGreaterEqual,"(input.id, return.group_id)",/groups/{id}/projects&/groups/{id}/projects&get&200&shared_with_groups():::EXIT,0.0
get+groups_{id}_projects,star_count,return.star_count >= 0,daikon.inv.unary.scalar.LowerBound,(return.star_count),/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT,1.0
get+groups_{id}_projects,tag_list,"size(return.tag_list[]) one of { 0, 1, 2 }
return.open_issues_count <= size(return.tag_list[])
return.creator_id >= size(return.tag_list[])
return.namespace.id >= size(return.tag_list[])","daikon.inv.unary.scalar.OneOfScalar
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntGreaterEqual
daikon.inv.binary.twoScalar.IntGreaterEqual","(size(return.tag_list[..]))
(return.open_issues_count, size(return.tag_list[..]))
(return.creator_id, size(return.tag_list[..]))
(return.namespace.id, size(return.tag_list[..]))","/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT
/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT
/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT
/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT",1.0
get+groups_{id}_projects,visibility,"input.visibility == return.visibility
return.visibility one of { ""internal"", ""private"" }","daikon.inv.binary.twoString.StringEqual
daikon.inv.unary.string.OneOfString","(input.visibility, return.visibility)
(return.visibility)","/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT
/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT",0.5
get+groups_{id}_projects,web_url,"return.web_url is a substring of return.http_url_to_repo
return.web_url is a substring of return.readme_url","daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString","(return.http_url_to_repo, return.web_url)
(return.web_url, return.readme_url)","/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT
/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT",1.0
get+groups_{id}_projects,wiki_enabled,return.wiki_enabled == return.allow_merge_on_skipped_pipeline,daikon.inv.binary.twoScalar.IntEqual,"(return.wiki_enabled, return.allow_merge_on_skipped_pipeline)",/groups/{id}/projects&/groups/{id}/projects&get&200():::EXIT,1.0
get+groups_{id}_projects_shared,_links.self,"return._links.self is a substring of return._links.issues
return._links.self is a substring of return._links.merge_requests
return._links.self is a substring of return._links.repo_branches
return._links.self is a substring of return._links.labels
return._links.self is a substring of return._links.events
return._links.self is a substring of return._links.members","daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString","(return._links.self, return._links.issues)
(return._links.self, return._links.merge_requests)
(return._links.self, return._links.repo_branches)
(return._links.self, return._links.labels)
(return._links.self, return._links.events)
(return._links.self, return._links.members)","/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT
/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT
/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT
/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT
/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT
/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT",1.0
get+groups_{id}_projects_shared,archived,input.archived == return.archived,daikon.inv.binary.twoScalar.IntEqual,"(input.archived, return.archived)",/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT,1.0
get+groups_{id}_projects_shared,array,input.per_page >= size(return.array[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(input.per_page, size(return.array[..]))",/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200%array():::EXIT,1.0
get+groups_{id}_projects_shared,auto_cancel_pending_pipelines,"return.auto_cancel_pending_pipelines one of { ""disabled"", ""enabled"" }",daikon.inv.unary.string.OneOfString,(return.auto_cancel_pending_pipelines),/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT,1.0
get+groups_{id}_projects_shared,auto_devops_deploy_strategy,"return.auto_devops_deploy_strategy == ""continuous""
LENGTH(return.auto_devops_deploy_strategy)==10","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.auto_devops_deploy_strategy)
(return.auto_devops_deploy_strategy)","/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT
/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT",0.0
get+groups_{id}_projects_shared,autoclose_referenced_issues,"return.autoclose_referenced_issues == return.ci_forward_deployment_enabled
return.autoclose_referenced_issues == return.issues_enabled
return.autoclose_referenced_issues == return.request_access_enabled
return.autoclose_referenced_issues == true","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.unary.scalar.OneOfScalar","(return.autoclose_referenced_issues, return.ci_forward_deployment_enabled)
(return.autoclose_referenced_issues, return.issues_enabled)
(return.autoclose_referenced_issues, return.request_access_enabled)
(return.autoclose_referenced_issues)","/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT
/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT
/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT
/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT",0.0
get+groups_{id}_projects_shared,build_timeout,return.build_timeout == 3600,daikon.inv.unary.scalar.OneOfScalar,(return.build_timeout),/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT,0.0
get+groups_{id}_projects_shared,builds_access_level,"return.builds_access_level one of { ""disabled"", ""enabled"" }",daikon.inv.unary.string.OneOfString,(return.builds_access_level),/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT,1.0
get+groups_{id}_projects_shared,ci_config_path,"return.ci_config_path one of { ""envisioned"", ""fastidious"" }
LENGTH(return.ci_config_path)==10","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.ci_config_path)
(return.ci_config_path)","/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT
/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT",0.0
get+groups_{id}_projects_shared,ci_default_git_depth,return.ci_default_git_depth == 20,daikon.inv.unary.scalar.OneOfScalar,(return.ci_default_git_depth),/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT,0.0
get+groups_{id}_projects_shared,container_expiration_policy.cadence,"return.container_expiration_policy.cadence == ""1d""
LENGTH(return.container_expiration_policy.cadence)==2","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.container_expiration_policy.cadence)
(return.container_expiration_policy.cadence)","/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT
/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT",0.0
get+groups_{id}_projects_shared,container_expiration_policy.enabled,return.container_expiration_policy.enabled == return.only_allow_merge_if_all_discussions_are_resolved,daikon.inv.binary.twoScalar.IntEqual,"(return.container_expiration_policy.enabled, return.only_allow_merge_if_all_discussions_are_resolved)",/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT,0.0
get+groups_{id}_projects_shared,container_expiration_policy.keep_n,return.container_expiration_policy.keep_n == 10,daikon.inv.unary.scalar.OneOfScalar,(return.container_expiration_policy.keep_n),/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT,0.0
get+groups_{id}_projects_shared,container_expiration_policy.name_regex,"return.container_expiration_policy.name_regex == "".*""
LENGTH(return.container_expiration_policy.name_regex)==2","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.container_expiration_policy.name_regex)
(return.container_expiration_policy.name_regex)","/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT
/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT",0.0
get+groups_{id}_projects_shared,container_expiration_policy.next_run_at,"LENGTH(return.container_expiration_policy.next_run_at)==24
return.container_expiration_policy.next_run_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.container_expiration_policy.next_run_at)
(return.container_expiration_policy.next_run_at)","/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT
/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT",1.0
get+groups_{id}_projects_shared,container_expiration_policy.older_than,"return.container_expiration_policy.older_than == ""90d""
LENGTH(return.container_expiration_policy.older_than)==3","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.container_expiration_policy.older_than)
(return.container_expiration_policy.older_than)","/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT
/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT",0.0
get+groups_{id}_projects_shared,created_at,"LENGTH(return.created_at)==24
return.created_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.created_at)
(return.created_at)","/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT
/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT",1.0
get+groups_{id}_projects_shared,creator_id,"input.page == return.creator_id
return.creator_id one of { 1, 2, 5 }
input.per_page >= return.creator_id
return.creator_id <= return.namespace.id
return.creator_id >= size(return.shared_with_groups[])","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.unary.scalar.OneOfScalar
daikon.inv.binary.twoScalar.IntGreaterEqual
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntGreaterEqual","(input.page, return.creator_id)
(return.creator_id)
(input.per_page, return.creator_id)
(return.creator_id, return.namespace.id)
(return.creator_id, size(return.shared_with_groups[..]))","/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT
/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT
/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT
/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT
/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT",0.8
get+groups_{id}_projects_shared,default_branch,"return.default_branch one of { ""develop"", ""main"", ""master"" }
return.default_branch is a substring of return.readme_url","daikon.inv.unary.string.OneOfString
daikon.inv.binary.twoString.StdString$SubString","(return.default_branch)
(return.default_branch, return.readme_url)","/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT
/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT",1.0
get+groups_{id}_projects_shared,emails_disabled,"return.emails_disabled one of { ""false"", ""true"" }",daikon.inv.unary.string.OneOfString,(return.emails_disabled),/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT,0.0
get+groups_{id}_projects_shared,forking_access_level,"return.forking_access_level one of { ""enabled"", ""private"" }
LENGTH(return.forking_access_level)==7","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.forking_access_level)
(return.forking_access_level)","/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT
/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT",0.0
get+groups_{id}_projects_shared,forks_count,"return.forks_count >= 0
input.per_page > return.forks_count
return.forks_count >= return.open_issues_count","daikon.inv.unary.scalar.LowerBound
daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterEqual","(return.forks_count)
(input.per_page, return.forks_count)
(return.forks_count, return.open_issues_count)","/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT
/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT
/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT",1.0
get+groups_{id}_projects_shared,import_status,"return.import_status one of { ""finished"", ""none"" }",daikon.inv.unary.string.OneOfString,(return.import_status),/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT,1.0
get+groups_{id}_projects_shared,issues_access_level,"return.issues_access_level one of { ""enabled"", ""private"" }
LENGTH(return.issues_access_level)==7","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.issues_access_level)
(return.issues_access_level)","/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT
/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT",1.0
get+groups_{id}_projects_shared,last_activity_at,"LENGTH(return.last_activity_at)==24
return.last_activity_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.last_activity_at)
(return.last_activity_at)","/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT
/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT",1.0
get+groups_{id}_projects_shared,merge_method,"return.merge_method one of { ""ff"", ""merge"" }",daikon.inv.unary.string.OneOfString,(return.merge_method),/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT,0.0
get+groups_{id}_projects_shared,merge_requests_access_level,"return.merge_requests_access_level one of { ""disabled"", ""enabled"", ""private"" }",daikon.inv.unary.string.OneOfString,(return.merge_requests_access_level),/groups/{id}/projects/shared&/groups/{id}/projects/shared&get&200():::EXIT,1.0
