operation,response resource,attribute,group,description
get-/orgs/{org}/repos,repository,created_at,template_repository.created_at,"{""type"": ""string"", ""format"": ""date-time"", ""example"": ""2011-01-26T19:01:12Z"", ""nullable"": true} schema: {""type"": ""string"", ""format"": ""date-time"", ""example"": ""2011-01-26T19:01:12Z"", ""nullable"": true}"
get-/orgs/{org}/repos,repository,created_at,template_repository.template_repository.created_at,"{""type"": ""string"", ""format"": ""date-time"", ""example"": ""2011-01-26T19:01:12Z"", ""nullable"": true} schema: {""type"": ""string"", ""format"": ""date-time"", ""example"": ""2011-01-26T19:01:12Z"", ""nullable"": true}"
get-/orgs/{org}/repos,repository,updated_at,template_repository.updated_at,"{""type"": ""string"", ""format"": ""date-time"", ""example"": ""2011-01-26T19:14:43Z"", ""nullable"": true} schema: {""type"": ""string"", ""format"": ""date-time"", ""example"": ""2011-01-26T19:14:43Z"", ""nullable"": true}"
get-/orgs/{org}/repos,repository,updated_at,template_repository.template_repository.updated_at,"{""type"": ""string"", ""format"": ""date-time"", ""example"": ""2011-01-26T19:14:43Z"", ""nullable"": true} schema: {""type"": ""string"", ""format"": ""date-time"", ""example"": ""2011-01-26T19:14:43Z"", ""nullable"": true}"
get-/orgs/{org}/repos,minimal-repository,merges_url,merges_url,"{""type"": ""string"", ""format"": ""uri""}"
get-/orgs/{org}/repos,minimal-repository,git_commits_url,git_commits_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/commits{/sha}""}"
get-/orgs/{org}/repos,minimal-repository,html_url,html_url,"{""type"": ""string"", ""format"": ""uri""}"
get-/orgs/{org}/repos,minimal-repository,events_url,events_url,"{""type"": ""string"", ""format"": ""uri""}"
get-/orgs/{org}/repos,minimal-repository,collaborators_url,collaborators_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/collaborators{/collaborator}""}"
get-/orgs/{org}/repos,minimal-repository,updated_at,updated_at,"{""type"": ""string"", ""format"": ""date-time""}"
get-/orgs/{org}/repos,minimal-repository,git_tags_url,git_tags_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/tags{/sha}""}"
get-/orgs/{org}/repos,minimal-repository,archive_url,archive_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/{archive_format}{/ref}""}"
get-/orgs/{org}/repos,minimal-repository,teams_url,teams_url,"{""type"": ""string"", ""format"": ""uri""}"
get-/orgs/{org}/repos,minimal-repository,assignees_url,assignees_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/assignees{/user}""}"
get-/orgs/{org}/repos,minimal-repository,issue_comment_url,issue_comment_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues/comments{/number}""}"
get-/orgs/{org}/repos,minimal-repository,pulls_url,pulls_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/pulls{/number}""}"
get-/orgs/{org}/repos,minimal-repository,compare_url,compare_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/compare/{base}...{head}""}"
get-/orgs/{org}/repos,minimal-repository,keys_url,keys_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/keys{/key_id}""}"
get-/orgs/{org}/repos,minimal-repository,trees_url,trees_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/trees{/sha}""}"
get-/orgs/{org}/repos,minimal-repository,contributors_url,contributors_url,"{""type"": ""string"", ""format"": ""uri""}"
get-/orgs/{org}/repos,minimal-repository,forks_url,forks_url,"{""type"": ""string"", ""format"": ""uri""}"
get-/orgs/{org}/repos,minimal-repository,languages_url,languages_url,"{""type"": ""string"", ""format"": ""uri""}"
get-/orgs/{org}/repos,minimal-repository,commits_url,commits_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/commits{/sha}""}"
get-/orgs/{org}/repos,minimal-repository,pushed_at,pushed_at,"{""type"": ""string"", ""format"": ""date-time""}"
get-/orgs/{org}/repos,minimal-repository,blobs_url,blobs_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/blobs{/sha}""}"
get-/orgs/{org}/repos,minimal-repository,labels_url,labels_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/labels{/name}""}"
get-/orgs/{org}/repos,minimal-repository,statuses_url,statuses_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/statuses/{sha}""}"
get-/orgs/{org}/repos,minimal-repository,deployments_url,deployments_url,"{""type"": ""string"", ""format"": ""uri""}"
get-/orgs/{org}/repos,minimal-repository,created_at,created_at,"{""type"": ""string"", ""format"": ""date-time""}"
get-/orgs/{org}/repos,minimal-repository,subscription_url,subscription_url,"{""type"": ""string"", ""format"": ""uri""}"
get-/orgs/{org}/repos,minimal-repository,branches_url,branches_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/branches{/branch}""}"
get-/orgs/{org}/repos,minimal-repository,hooks_url,hooks_url,"{""type"": ""string"", ""format"": ""uri""}"
get-/orgs/{org}/repos,minimal-repository,subscribers_url,subscribers_url,"{""type"": ""string"", ""format"": ""uri""}"
get-/orgs/{org}/repos,minimal-repository,url,url,"{""type"": ""string"", ""format"": ""uri""}"
get-/orgs/{org}/repos,minimal-repository,stargazers_url,stargazers_url,"{""type"": ""string"", ""format"": ""uri""}"
get-/orgs/{org}/repos,minimal-repository,comments_url,comments_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/comments{/number}""}"
get-/orgs/{org}/repos,minimal-repository,downloads_url,downloads_url,"{""type"": ""string"", ""format"": ""uri""}"
get-/orgs/{org}/repos,minimal-repository,notifications_url,notifications_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/notifications{?since,all,participating}""}"
get-/orgs/{org}/repos,minimal-repository,contents_url,contents_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/contents/{+path}""}"
get-/orgs/{org}/repos,minimal-repository,releases_url,releases_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/releases{/id}""}"
get-/orgs/{org}/repos,minimal-repository,milestones_url,milestones_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/milestones{/number}""}"
get-/orgs/{org}/repos,minimal-repository,git_refs_url,git_refs_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/refs{/sha}""}"
get-/orgs/{org}/repos,minimal-repository,issues_url,issues_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues{/number}""}"
get-/orgs/{org}/repos,minimal-repository,tags_url,tags_url,"{""type"": ""string"", ""format"": ""uri""}"
get-/orgs/{org}/repos,minimal-repository,issue_events_url,issue_events_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues/events{/number}""}"
get-/orgs/{org}/repos,simple-user,starred_at,owner.starred_at,"{""type"": ""string"", ""example"": ""\""2020-07-09T00:17:55Z\""""}"
get-/orgs/{org}/repos,repository,has_downloads,template_repository.has_downloads,"Whether downloads are enabled, schema: {""type"": ""boolean"", ""example"": true}"
get-/orgs/{org}/repos,repository,has_downloads,template_repository.template_repository.has_downloads,"Whether downloads are enabled, schema: {""type"": ""boolean"", ""example"": true}"
get-/orgs/{org}/repos,repository,homepage,template_repository.homepage,"{""type"": ""string"", ""format"": ""uri""}"
get-/orgs/{org}/repos,repository,homepage,template_repository.template_repository.homepage,"{""type"": ""string"", ""format"": ""uri""}"
get-/orgs/{org}/repos,repository,starred_at,template_repository.starred_at,"{""type"": ""string"", ""example"": ""\""2020-07-09T00:17:42Z\""""}"
get-/orgs/{org}/repos,repository,visibility,template_repository.visibility,"The repository visibility: public, private, or internal"
get-/orgs/{org}/repos,repository,visibility,template_repository.template_repository.visibility,"The repository visibility: public, private, or internal"
