endpoint,group,response resource,attribute,description
post+projects_{id}_issues_{issue_iid}_subscribe,assignees.avatar_url,Author,avatar_url,"{""type"": ""string""}"
post+projects_{id}_issues_{issue_iid}_subscribe,author.avatar_url,Author,avatar_url,"{""type"": ""string""}"
post+projects_{id}_issues_{issue_iid}_subscribe,closed_by.avatar_url,ClosedBy,avatar_url,"{""type"": ""string""}"
post+projects_{id}_issues_{issue_iid}_subscribe,closed_by.web_url,ClosedBy,web_url,"{""type"": ""string""}"
post+projects_{id}_issues_{issue_iid}_subscribe,created_at,Issue,created_at,"{""type"": ""string"", ""format"": ""date-time""}"
post+projects_{id}_issues_{issue_iid}_subscribe,due_date,Issue,due_date,"{""type"": ""string"", ""format"": ""date""}"
post+projects_{id}_issues_{issue_iid}_subscribe,milestone.created_at,Milestone,created_at,"{""type"": ""string"", ""format"": ""date-time""}"
post+projects_{id}_issues_{issue_iid}_subscribe,milestone.closed_at,Milestone,closed_at,"{""type"": ""string"", ""format"": ""date-time""}"
post+projects_{id}_issues_{issue_iid}_subscribe,milestone.updated_at,Milestone,updated_at,"{""type"": ""string"", ""format"": ""date-time""}"
post+projects_{id}_issues_{issue_iid}_subscribe,web_url,Issue,web_url,"{""type"": ""string""}"
post+projects_{id}_issues_{issue_iid}_todo,author.web_url,Author,web_url,"{""type"": ""string""}"
post+projects_{id}_issues_{issue_iid}_todo,target.assignee.web_url,Author,web_url,"{""type"": ""string""}"
post+projects_{id}_issues_{issue_iid}_todo,target.assignees.web_url,Author,web_url,"{""type"": ""string""}"
post+projects_{id}_issues_{issue_iid}_todo,target.author.web_url,Author,web_url,"{""type"": ""string""}"
post+projects_{id}_issues_{issue_iid}_todo,author.avatar_url,Author,avatar_url,"{""type"": ""string""}"
post+projects_{id}_issues_{issue_iid}_todo,target.assignee.avatar_url,Author,avatar_url,"{""type"": ""string""}"
post+projects_{id}_issues_{issue_iid}_todo,target.assignees.avatar_url,Author,avatar_url,"{""type"": ""string""}"
post+projects_{id}_issues_{issue_iid}_todo,target.author.avatar_url,Author,avatar_url,"{""type"": ""string""}"
post+projects_{id}_issues_{issue_iid}_todo,target.closed_by.avatar_url,ClosedBy,avatar_url,"{""type"": ""string""}"
post+projects_{id}_issues_{issue_iid}_todo,target.closed_by.web_url,ClosedBy,web_url,"{""type"": ""string""}"
post+projects_{id}_issues_{issue_iid}_todo,target.created_at,Issue,created_at,"{""type"": ""string"", ""format"": ""date""}"
post+projects_{id}_issues_{issue_iid}_todo,target.due_date,Issue,due_date,"{""type"": ""string"", ""format"": ""date""}"
post+projects_{id}_issues_{issue_iid}_todo,target.milestone.created_at,Milestone,created_at,"{""type"": ""string"", ""format"": ""date-time""}"
post+projects_{id}_issues_{issue_iid}_todo,target.milestone.closed_at,Milestone,closed_at,"{""type"": ""string"", ""format"": ""date-time""}"
post+projects_{id}_issues_{issue_iid}_todo,target.milestone.updated_at,Milestone,updated_at,"{""type"": ""string"", ""format"": ""date-time""}"
post+projects_{id}_issues_{issue_iid}_todo,target.updated_at,Issue,updated_at,"{""type"": ""string"", ""format"": ""date-time""}"
post+projects_{id}_issues_{issue_iid}_todo,target.web_url,Issue,web_url,"{""type"": ""string""}"
post+projects_{id}_issues_{issue_iid}_todo,target_url,Todo,target_url,"{""type"": ""string""}"
post+projects_{id}_issues_{issue_iid}_unsubscribe,assignee.web_url,Author,web_url,"{""type"": ""string""}"
post+projects_{id}_issues_{issue_iid}_unsubscribe,assignees.web_url,Author,web_url,"{""type"": ""string""}"
post+projects_{id}_issues_{issue_iid}_unsubscribe,author.web_url,Author,web_url,"{""type"": ""string""}"
post+projects_{id}_issues_{issue_iid}_unsubscribe,assignee.avatar_url,Author,avatar_url,"{""type"": ""string""}"
post+projects_{id}_issues_{issue_iid}_unsubscribe,assignees.avatar_url,Author,avatar_url,"{""type"": ""string""}"
post+projects_{id}_issues_{issue_iid}_unsubscribe,author.avatar_url,Author,avatar_url,"{""type"": ""string""}"
get+groups_{id}_issues,milestone.updated_at,Milestone,updated_at,"{""type"": ""string"", ""format"": ""date-time""}"
get+projects,owner.created_at,Owner,created_at,"{""type"": ""string"", ""format"": ""date-time""}"
get+projects_{id}_issues_{issue_iid},milestone.updated_at,Milestone,updated_at,"{""type"": ""string"", ""format"": ""date-time""}"
get+projects_{id}_issues_{issue_iid},updated_at,Issue,updated_at,"{""type"": ""string"", ""format"": ""date-time""}"
get+projects_{id}_issues_{issue_iid},milestone.closed_at,Milestone,closed_at,"{""type"": ""string"", ""format"": ""date-time""}"
get+projects_{id}_issues_{issue_iid},due_date,Issue,due_date,"{""type"": ""string"", ""format"": ""date""}"
get+projects_{id}_issues_{issue_iid},milestone.created_at,Milestone,created_at,"{""type"": ""string"", ""format"": ""date-time""}"
get+projects_{id}_issues_{issue_iid},created_at,Issue,created_at,"{""type"": ""string"", ""format"": ""date-time""}"
get+projects_{id}_issues_{issue_iid}_related_merge_requests,milestone.created_at,Milestone,created_at,"{""type"": ""string"", ""format"": ""date-time""}"
get+projects_{id}_issues_{issue_iid}_related_merge_requests,milestone.closed_at,Milestone,closed_at,"{""type"": ""string"", ""format"": ""date-time""}"
get+projects_{id}_issues_{issue_iid}_related_merge_requests,milestone.updated_at,Milestone,updated_at,"{""type"": ""string"", ""format"": ""date-time""}"
post+projects_{id}_issues,milestone.due_date,Milestone,due_date,"{""type"": ""string"", ""format"": ""date""}"
post+projects_{id}_issues_{issue_iid}_subscribe,updated_at,Issue,updated_at,"{""type"": ""string"", ""format"": ""date-time""}"
post+projects_{id}_issues_{issue_iid}_unsubscribe,updated_at,Issue,updated_at,"{""type"": ""string"", ""format"": ""date-time""}"
post+projects_{id}_issues_{issue_iid}_unsubscribe,due_date,Issue,due_date,"{""type"": ""string"", ""format"": ""date""}"
post+projects_{id}_issues_{issue_iid}_unsubscribe,created_at,Issue,created_at,"{""type"": ""string"", ""format"": ""date-time""}"
post+projects_{id}_issues_{issue_iid}_unsubscribe,milestone.created_at,Milestone,created_at,"{""type"": ""string"", ""format"": ""date-time""}"
post+projects_{id}_issues_{issue_iid}_unsubscribe,milestone.closed_at,Milestone,closed_at,"{""type"": ""string"", ""format"": ""date-time""}"
post+projects_{id}_issues_{issue_iid}_unsubscribe,milestone.updated_at,Milestone,updated_at,"{""type"": ""string"", ""format"": ""date-time""}"
put+projects_{id}_issues_{issue_iid},created_at,Issue,created_at,"{""type"": ""string"", ""format"": ""date-time""}"
put+projects_{id}_issues_{issue_iid},milestone.closed_at,Milestone,closed_at,"{""type"": ""string"", ""format"": ""date-time""}"
put+projects_{id}_issues_{issue_iid},milestone.created_at,Milestone,created_at,"{""type"": ""string"", ""format"": ""date-time""}"
put+projects_{id}_issues_{issue_iid},milestone.updated_at,Milestone,updated_at,"{""type"": ""string"", ""format"": ""date-time""}"
