pptname,invariant,invariantType,variables,postmanAssertion,tp,fp,enter,bug,group
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,"size(return.collectedIssues[]) one of { 0, 9 }",daikon.inv.unary.scalar.OneOfScalar,(size(return.collectedIssues[..])),"pm.expect([0, 9, 0].includes(return_collectedIssues_size_array)).to.be.true",0,1,0,0,data.results.collectedIssues
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,"size(return.dates[]) one of { 2, 3, 4 }",daikon.inv.unary.scalar.OneOfScalar,(size(return.dates[..])),"pm.expect([2, 3, 4].includes(return_dates_size_array)).to.be.true",0,1,0,0,data.results.dates
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,"size(return.prices[]) one of { 1, 2 }",daikon.inv.unary.scalar.OneOfScalar,(size(return.prices[..])),"pm.expect([1, 2, 0].includes(return_prices_size_array)).to.be.true",1,0,0,0,data.results.prices
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,size(return.images[]) >= 1,daikon.inv.unary.scalar.LowerBound,(size(return.images[..])),pm.expect(return_images_size_array).to.be.at.least(1),0,1,0,0,data.results.images
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.digitalId >= return.events.available,daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.digitalId, return.events.available)",pm.expect(return_digitalId).to.be.at.least(return_events_available),0,1,0,0,data.results.digitalId
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.digitalId >= size(return.collections[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.digitalId, size(return.collections[..]))",pm.expect(return_digitalId).to.be.at.least(return_collections_size_array),0,1,0,0,data.results.digitalId
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.variantDescription is a substring of return.title,daikon.inv.binary.twoString.StdString$SubString,"(return.title, return.variantDescription)",pm.expect(return_title.includes(return_variantDescription)).to.be.true,0,1,0,0,data.results.title
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.pageCount >= return.events.available,daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.pageCount, return.events.available)",pm.expect(return_pageCount).to.be.at.least(return_events_available),0,1,0,0,data.results.pageCount
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.resourceURI is a substring of return.creators.collectionURI,daikon.inv.binary.twoString.StdString$SubString,"(return.resourceURI, return.creators.collectionURI)",pm.expect(return_creators_collectionURI.includes(return_resourceURI)).to.be.true,1,0,0,0,data.results.resourceURI
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.resourceURI is a substring of return.characters.collectionURI,daikon.inv.binary.twoString.StdString$SubString,"(return.resourceURI, return.characters.collectionURI)",pm.expect(return_characters_collectionURI.includes(return_resourceURI)).to.be.true,1,0,0,0,data.results.resourceURI
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.resourceURI is a substring of return.stories.collectionURI,daikon.inv.binary.twoString.StdString$SubString,"(return.resourceURI, return.stories.collectionURI)",pm.expect(return_stories_collectionURI.includes(return_resourceURI)).to.be.true,1,0,0,0,data.results.resourceURI
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.resourceURI is a substring of return.events.collectionURI,daikon.inv.binary.twoString.StdString$SubString,"(return.resourceURI, return.events.collectionURI)",pm.expect(return_events_collectionURI.includes(return_resourceURI)).to.be.true,1,0,0,0,data.results.resourceURI
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.creators.available >= return.events.available,daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.creators.available, return.events.available)",pm.expect(return_creators_available).to.be.at.least(return_events_available),0,1,0,0,data.results.creators.available
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.creators.available >= size(return.collectedIssues[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.creators.available, size(return.collectedIssues[..]))",pm.expect(return_creators_available).to.be.at.least(return_collectedIssues_size_array),0,1,0,0,data.results.creators.available
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.characters.available >= return.characters.returned,daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.characters.available, return.characters.returned)",pm.expect(return_characters_available).to.be.at.least(return_characters_returned),1,0,0,0,data.results.characters.available
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.characters.available > return.events.available,daikon.inv.binary.twoScalar.IntGreaterThan,"(return.characters.available, return.events.available)",pm.expect(return_characters_available).to.be.greaterThan(return_events_available),0,1,0,0,data.results.characters.available
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.characters.available >= size(return.collections[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.characters.available, size(return.collections[..]))",pm.expect(return_characters_available).to.be.at.least(return_collections_size_array),0,1,0,0,data.results.characters.available
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.characters.returned >= size(return.collections[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.characters.returned, size(return.collections[..]))",pm.expect(return_characters_returned).to.be.at.least(return_collections_size_array),0,1,0,0,data.results.characters.data.resultsed
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.stories.available >= size(return.textObjects[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.stories.available, size(return.textObjects[..]))",pm.expect(return_stories_available).to.be.at.least(return_textObjects_size_array),0,1,0,0,data.results.stories.available
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.stories.available >= size(return.collections[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.stories.available, size(return.collections[..]))",pm.expect(return_stories_available).to.be.at.least(return_collections_size_array),0,1,0,0,data.results.stories.available
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.stories.available >= size(return.prices[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.stories.available, size(return.prices[..]))",pm.expect(return_stories_available).to.be.at.least(return_prices_size_array),0,1,0,0,data.results.stories.available
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.events.available <= size(return.textObjects[]),daikon.inv.binary.twoScalar.IntLessEqual,"(return.events.available, size(return.textObjects[..]))",pm.expect(return_events_available).to.be.lte(return_textObjects_size_array),0,1,0,0,data.results.events.available
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.events.available <= size(return.images[]),daikon.inv.binary.twoScalar.IntLessEqual,"(return.events.available, size(return.images[..]))",pm.expect(return_events_available).to.be.lte(return_images_size_array),0,1,0,0,data.results.events.available
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,size(return.textObjects[]) <= size(return.urls[]),daikon.inv.binary.twoScalar.IntLessEqual,"(size(return.textObjects[..]), size(return.urls[..]))",pm.expect(return_textObjects_size_array).to.be.lte(return_urls_size_array),0,1,0,0,data.results.textObjects
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,size(return.textObjects[]) <= size(return.prices[]),daikon.inv.binary.twoScalar.IntLessEqual,"(size(return.textObjects[..]), size(return.prices[..]))",pm.expect(return_textObjects_size_array).to.be.lte(return_prices_size_array),0,1,0,0,data.results.textObjects
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,size(return.urls[]) >= size(return.collections[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(size(return.urls[..]), size(return.collections[..]))",pm.expect(return_urls_size_array).to.be.at.least(return_collections_size_array),0,1,0,0,data.results.urls
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,size(return.urls[]) <= size(return.dates[]),daikon.inv.binary.twoScalar.IntLessEqual,"(size(return.urls[..]), size(return.dates[..]))",pm.expect(return_urls_size_array).to.be.lte(return_dates_size_array),0,1,0,0,data.results.urls
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,size(return.urls[]) >= size(return.prices[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(size(return.urls[..]), size(return.prices[..]))",pm.expect(return_urls_size_array).to.be.at.least(return_prices_size_array),0,1,0,0,data.results.urls
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,size(return.collections[]) <= size(return.dates[]),daikon.inv.binary.twoScalar.IntLessEqual,"(size(return.collections[..]), size(return.dates[..]))",pm.expect(return_collections_size_array).to.be.lte(return_dates_size_array),0,1,0,0,data.results.collections
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,return.data.total == return.data.count,daikon.inv.binary.twoScalar.IntEqual,"(return.data.total, return.data.count)",pm.expect(return_data_total).to.eql(return_data_count),1,0,0,0,data.total
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,return.data.total == size(return.data.results[]),daikon.inv.binary.twoScalar.IntEqual,"(return.data.total, size(return.data.results[..]))",pm.expect(return_data_total).to.eql(return_data_results_size_array),1,0,0,0,data.total
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,return.data.results[return.data.offset] == return.data.results[return.data.total -1],daikon.inv.binary.twoScalar.IntEqual,"(return.data.results[return.data.offset], return.data.results[return.data.total -1])",pm.expect(return_data_results_return_data_offset).to.eql(return_data_results_return_data_total_minus_1),1,0,0,0,data.results[data.offset]
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,return.data.results[return.data.offset] == return.data.results[return.data.count -1],daikon.inv.binary.twoScalar.IntEqual,"(return.data.results[return.data.offset], return.data.results[return.data.count -1])",pm.expect(return_data_results_return_data_offset).to.eql(return_data_results_return_data_count_minus_1),1,0,0,0,data.results[data.offset]
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,return.code == 200,daikon.inv.unary.scalar.OneOfScalar,(return.code),pm.expect([200].includes(return_code)).to.be.true,1,0,0,0,code
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,"return.status == ""Ok""",daikon.inv.unary.string.OneOfString,(return.status),"pm.expect([""Ok""].includes(return_status)).to.be.true",1,0,0,0,status
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,LENGTH(return.status)==2,daikon.inv.unary.string.FixedLengthString,(return.status),pm.expect(return_status).to.have.length(2),1,0,0,0,status
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,"return.copyright == ""\251 2022 MARVEL""",daikon.inv.unary.string.OneOfString,(return.copyright),"pm.expect([""© 2022 MARVEL""].includes(return_copyright)).to.be.true",1,0,0,0,copyright
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,LENGTH(return.copyright)==13,daikon.inv.unary.string.FixedLengthString,(return.copyright),pm.expect(return_copyright).to.have.length(13),1,0,0,0,copyright
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,"return.attributionText == ""Data provided by Marvel. \251 2022 MARVEL""",daikon.inv.unary.string.OneOfString,(return.attributionText),"pm.expect([""Data provided by Marvel. © 2022 MARVEL""].includes(return_attributionText)).to.be.true",1,0,0,0,attributionText
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,LENGTH(return.attributionText)==38,daikon.inv.unary.string.FixedLengthString,(return.attributionText),pm.expect(return_attributionText).to.have.length(38),1,0,0,0,attributionText
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,"return.attributionHTML == ""<a href=\""http://marvel.com\"">Data provided by Marvel. \251 2022 MARVEL</a>""",daikon.inv.unary.string.OneOfString,(return.attributionHTML),"pm.expect([""<a href=\""http://marvel.com\"">Data provided by Marvel. © 2022 MARVEL</a>""].includes(return_attributionHTML)).to.be.true",1,0,0,0,attributionHTML
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,LENGTH(return.attributionHTML)==70,daikon.inv.unary.string.FixedLengthString,(return.attributionHTML),pm.expect(return_attributionHTML).to.have.length(70),1,0,0,0,attributionHTML
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,return.data.offset == 0,daikon.inv.unary.scalar.OneOfScalar,(return.data.offset),pm.expect([0].includes(return_data_offset)).to.be.true,1,0,0,0,data.offset
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,return.data.limit == 20,daikon.inv.unary.scalar.OneOfScalar,(return.data.limit),pm.expect([20].includes(return_data_limit)).to.be.true,1,0,0,0,data.limit
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,return.data.total == 1,daikon.inv.unary.scalar.OneOfScalar,(return.data.total),pm.expect([1].includes(return_data_total)).to.be.true,1,0,0,0,data.total
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,LENGTH(return.etag)==40,daikon.inv.unary.string.FixedLengthString,(return.etag),pm.expect(return_etag).to.have.length(40),1,0,0,0,etag
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,return.copyright is a substring of return.attributionText,daikon.inv.binary.twoString.StdString$SubString,"(return.copyright, return.attributionText)",pm.expect(return_attributionText.includes(return_copyright)).to.be.true,1,0,0,0,copyright
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,return.attributionText is a substring of return.attributionHTML,daikon.inv.binary.twoString.StdString$SubString,"(return.attributionText, return.attributionHTML)",pm.expect(return_attributionHTML.includes(return_attributionText)).to.be.true,1,0,0,0,attributionText
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,return.data.results[] elements == return.data.results[return.data.offset],daikon.inv.binary.sequenceScalar.SeqIntEqual,"(return.data.results[..], return.data.results[return.data.offset])",pm.expect(return_data_results_array.every(element => element == return_data_results_return_data_offset)).to.be.true,1,0,0,0,data.results
