pptname,invariant,invariantType,variables,postmanAssertion,endpoint,tp,fp,enter,bug,invariantDescription,group,api
/v1/ephemeral_keys&PostEphemeralKeys&200():::EXIT,LENGTH(return.object)==13,daikon.inv.unary.string.FixedLengthString,(return.object),pm.expect(return_object).to.have.length(13),post+v1_ephemeral_keys,1.0,,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,object,StripeClone API
/v1/ephemeral_keys&PostEphemeralKeys&200():::EXIT,LENGTH(return.secret)==90,daikon.inv.unary.string.FixedLengthString,(return.secret),pm.expect(return_secret).to.have.length(90),post+v1_ephemeral_keys,1.0,,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,secret,StripeClone API
/v1/apple_pay/domains&PostApplePayDomains&200():::EXIT,LENGTH(return.id)==29,daikon.inv.unary.string.FixedLengthString,(return.id),pm.expect(return_id).to.have.length(29),post+v1_apple_pay_domains,1.0,,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,id,StripeClone API
/v1/apple_pay/domains&PostApplePayDomains&200():::EXIT,return.livemode == false,daikon.inv.unary.scalar.OneOfScalar,(return.livemode),pm.expect(return_livemode).to.eql(false),post+v1_apple_pay_domains,,1.0,,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",livemode,StripeClone API
/v1/apple_pay/domains&PostApplePayDomains&200():::EXIT,"return.object == ""apple_pay_domain""",daikon.inv.unary.string.OneOfString,(return.object),"pm.expect([""apple_pay_domain""].includes(return_object)).to.be.true",post+v1_apple_pay_domains,1.0,,,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",object,StripeClone API
/v1/apple_pay/domains&PostApplePayDomains&200():::EXIT,LENGTH(return.object)==16,daikon.inv.unary.string.FixedLengthString,(return.object),pm.expect(return_object).to.have.length(16),post+v1_apple_pay_domains,1.0,,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,object,StripeClone API
/v1/apple_pay/domains&PostApplePayDomains&200():::EXIT,return.domain_name is a substring of input.domain_name,daikon.inv.binary.twoString.StdString$SubString,"(input.domain_name, return.domain_name)",pm.expect(input_domain_name.includes(return_domain_name)).to.be.true,post+v1_apple_pay_domains,1.0,,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,domain_name,StripeClone API
/v1/radar/value_list_items&PostRadarValueListItems&200():::EXIT,input.value == return.value,daikon.inv.binary.twoString.StringEqual,"(input.value, return.value)",pm.expect(input_value).to.eql(return_value),post+v1_radar_value_list_items,1.0,,,,Represents an invariant of == between two String scalars. Prints as x == y.,value,StripeClone API
/v1/radar/value_list_items&PostRadarValueListItems&200():::EXIT,input.value_list == return.value_list,daikon.inv.binary.twoString.StringEqual,"(input.value_list, return.value_list)",pm.expect(input_value_list).to.eql(return_value_list),post+v1_radar_value_list_items,1.0,,,,Represents an invariant of == between two String scalars. Prints as x == y.,value_list,StripeClone API
/v1/radar/value_list_items&PostRadarValueListItems&200():::EXIT,"return.created_by == ""API""",daikon.inv.unary.string.OneOfString,(return.created_by),"pm.expect([""API""].includes(return_created_by)).to.be.true",post+v1_radar_value_list_items,1.0,,,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",created_by,StripeClone API
/v1/radar/value_list_items&PostRadarValueListItems&200():::EXIT,LENGTH(return.created_by)==3,daikon.inv.unary.string.FixedLengthString,(return.created_by),pm.expect(return_created_by).to.have.length(3),post+v1_radar_value_list_items,1.0,,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,created_by,StripeClone API
/v1/radar/value_list_items&PostRadarValueListItems&200():::EXIT,LENGTH(return.id)==29,daikon.inv.unary.string.FixedLengthString,(return.id),pm.expect(return_id).to.have.length(29),post+v1_radar_value_list_items,1.0,,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,id,StripeClone API
/v1/radar/value_list_items&PostRadarValueListItems&200():::EXIT,return.livemode == false,daikon.inv.unary.scalar.OneOfScalar,(return.livemode),pm.expect(return_livemode).to.eql(false),post+v1_radar_value_list_items,,1.0,,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",livemode,StripeClone API
/v1/radar/value_list_items&PostRadarValueListItems&200():::EXIT,"return.object == ""radar.value_list_item""",daikon.inv.unary.string.OneOfString,(return.object),"pm.expect([""radar.value_list_item""].includes(return_object)).to.be.true",post+v1_radar_value_list_items,1.0,,,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",object,StripeClone API
/v1/radar/value_list_items&PostRadarValueListItems&200():::EXIT,LENGTH(return.object)==21,daikon.inv.unary.string.FixedLengthString,(return.object),pm.expect(return_object).to.have.length(21),post+v1_radar_value_list_items,1.0,,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,object,StripeClone API
/v1/tax_rates&PostTaxRates&200():::EXIT,input.active == return.active,daikon.inv.binary.twoScalar.IntEqual,"(input.active, return.active)",pm.expect(input_active).to.eql(return_active),post+v1_tax_rates,1.0,,,,Represents an invariant of == between two long scalars. Prints as x == y.,active,StripeClone API
/v1/tax_rates&PostTaxRates&200():::EXIT,input.country == return.country,daikon.inv.binary.twoString.StringEqual,"(input.country, return.country)",pm.expect(input_country).to.eql(return_country),post+v1_tax_rates,1.0,,,,Represents an invariant of == between two String scalars. Prints as x == y.,country,StripeClone API
/v1/tax_rates&PostTaxRates&200():::EXIT,input.description == return.description,daikon.inv.binary.twoString.StringEqual,"(input.description, return.description)",pm.expect(input_description).to.eql(return_description),post+v1_tax_rates,1.0,,,,Represents an invariant of == between two String scalars. Prints as x == y.,description,StripeClone API
/v1/tax_rates&PostTaxRates&200():::EXIT,input.display_name == return.display_name,daikon.inv.binary.twoString.StringEqual,"(input.display_name, return.display_name)",pm.expect(input_display_name).to.eql(return_display_name),post+v1_tax_rates,1.0,,,,Represents an invariant of == between two String scalars. Prints as x == y.,display_name,StripeClone API
/v1/tax_rates&PostTaxRates&200():::EXIT,input.inclusive == return.inclusive,daikon.inv.binary.twoScalar.IntEqual,"(input.inclusive, return.inclusive)",pm.expect(input_inclusive).to.eql(return_inclusive),post+v1_tax_rates,1.0,,,,Represents an invariant of == between two long scalars. Prints as x == y.,inclusive,StripeClone API
/v1/tax_rates&PostTaxRates&200():::EXIT,input.jurisdiction == return.jurisdiction,daikon.inv.binary.twoString.StringEqual,"(input.jurisdiction, return.jurisdiction)",pm.expect(input_jurisdiction).to.eql(return_jurisdiction),post+v1_tax_rates,1.0,,,,Represents an invariant of == between two String scalars. Prints as x == y.,jurisdiction,StripeClone API
/v1/tax_rates&PostTaxRates&200():::EXIT,input.percentage == return.effective_percentage,daikon.inv.binary.twoScalar.FloatEqual,"(input.percentage, return.effective_percentage)",pm.expect(input_percentage).to.eql(return_effective_percentage),post+v1_tax_rates,,1.0,,,,effective_percentage,StripeClone API
/v1/tax_rates&PostTaxRates&200():::EXIT,input.percentage == return.percentage,daikon.inv.binary.twoScalar.FloatEqual,"(input.percentage, return.percentage)",pm.expect(input_percentage).to.eql(return_percentage),post+v1_tax_rates,1.0,,,,,percentage,StripeClone API
/v1/tax_rates&PostTaxRates&200():::EXIT,input.tax_type == return.tax_type,daikon.inv.binary.twoString.StringEqual,"(input.tax_type, return.tax_type)",pm.expect(input_tax_type).to.eql(return_tax_type),post+v1_tax_rates,1.0,,,,Represents an invariant of == between two String scalars. Prints as x == y.,tax_type,StripeClone API
/v1/tax_rates&PostTaxRates&200():::EXIT,LENGTH(return.id)==28,daikon.inv.unary.string.FixedLengthString,(return.id),pm.expect(return_id).to.have.length(28),post+v1_tax_rates,1.0,,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,id,StripeClone API
/v1/tax_rates&PostTaxRates&200():::EXIT,return.livemode == false,daikon.inv.unary.scalar.OneOfScalar,(return.livemode),pm.expect(return_livemode).to.eql(false),post+v1_tax_rates,,1.0,,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",livemode,StripeClone API
/v1/tax_rates&PostTaxRates&200():::EXIT,"return.object == ""tax_rate""",daikon.inv.unary.string.OneOfString,(return.object),"pm.expect([""tax_rate""].includes(return_object)).to.be.true",post+v1_tax_rates,1.0,,,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",object,StripeClone API
/v1/tax_rates&PostTaxRates&200():::EXIT,LENGTH(return.object)==8,daikon.inv.unary.string.FixedLengthString,(return.object),pm.expect(return_object).to.have.length(8),post+v1_tax_rates,1.0,,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,object,StripeClone API
/v1/test_helpers/test_clocks&PostTestHelpersTestClocks&200():::EXIT,input.frozen_time == return.frozen_time,daikon.inv.binary.twoScalar.IntEqual,"(input.frozen_time, return.frozen_time)",pm.expect(input_frozen_time).to.eql(return_frozen_time),post+v1_test_helpers_test_clocks,1.0,,,,Represents an invariant of == between two long scalars. Prints as x == y.,frozen_time,StripeClone API
/v1/test_helpers/test_clocks&PostTestHelpersTestClocks&200():::EXIT,input.name == return.name,daikon.inv.binary.twoString.StringEqual,"(input.name, return.name)",pm.expect(input_name).to.eql(return_name),post+v1_test_helpers_test_clocks,1.0,,,,Represents an invariant of == between two String scalars. Prints as x == y.,name,StripeClone API
/v1/test_helpers/test_clocks&PostTestHelpersTestClocks&200():::EXIT,LENGTH(return.id)==30,daikon.inv.unary.string.FixedLengthString,(return.id),pm.expect(return_id).to.have.length(30),post+v1_test_helpers_test_clocks,1.0,,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,id,StripeClone API
/v1/test_helpers/test_clocks&PostTestHelpersTestClocks&200():::EXIT,return.livemode == false,daikon.inv.unary.scalar.OneOfScalar,(return.livemode),pm.expect(return_livemode).to.eql(false),post+v1_test_helpers_test_clocks,,1.0,,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",livemode,StripeClone API
/v1/test_helpers/test_clocks&PostTestHelpersTestClocks&200():::EXIT,"return.object == ""test_helpers.test_clock""",daikon.inv.unary.string.OneOfString,(return.object),"pm.expect([""test_helpers.test_clock""].includes(return_object)).to.be.true",post+v1_test_helpers_test_clocks,1.0,,,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",object,StripeClone API
/v1/test_helpers/test_clocks&PostTestHelpersTestClocks&200():::EXIT,LENGTH(return.object)==23,daikon.inv.unary.string.FixedLengthString,(return.object),pm.expect(return_object).to.have.length(23),post+v1_test_helpers_test_clocks,1.0,,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,object,StripeClone API
/v1/test_helpers/test_clocks&PostTestHelpersTestClocks&200():::EXIT,"return.status == ""ready""",daikon.inv.unary.string.OneOfString,(return.status),"pm.expect([""ready""].includes(return_status)).to.be.true",post+v1_test_helpers_test_clocks,1.0,,,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",status,StripeClone API
/v1/test_helpers/test_clocks&PostTestHelpersTestClocks&200():::EXIT,LENGTH(return.status)==5,daikon.inv.unary.string.FixedLengthString,(return.status),pm.expect(return_status).to.have.length(5),post+v1_test_helpers_test_clocks,1.0,,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,status,StripeClone API
/v1/webhook_endpoints&PostWebhookEndpoints&200():::EXIT,input.api_version == return.api_version,daikon.inv.binary.twoString.StringEqual,"(input.api_version, return.api_version)",pm.expect(input_api_version).to.eql(return_api_version),post+v1_webhook_endpoints,1.0,,,,Represents an invariant of == between two String scalars. Prints as x == y.,api_version,StripeClone API
/v1/webhook_endpoints&PostWebhookEndpoints&200():::EXIT,input.url == return.url,daikon.inv.binary.twoString.StringEqual,"(input.url, return.url)",pm.expect(input_url).to.eql(return_url),post+v1_webhook_endpoints,1.0,,,,Represents an invariant of == between two String scalars. Prints as x == y.,url,StripeClone API
/v1/webhook_endpoints&PostWebhookEndpoints&200():::EXIT,LENGTH(return.id)==27,daikon.inv.unary.string.FixedLengthString,(return.id),pm.expect(return_id).to.have.length(27),post+v1_webhook_endpoints,1.0,,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,id,StripeClone API
/v1/webhook_endpoints&PostWebhookEndpoints&200():::EXIT,return.livemode == false,daikon.inv.unary.scalar.OneOfScalar,(return.livemode),pm.expect(return_livemode).to.eql(false),post+v1_webhook_endpoints,,1.0,,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",livemode,StripeClone API
/v1/webhook_endpoints&PostWebhookEndpoints&200():::EXIT,"return.object == ""webhook_endpoint""",daikon.inv.unary.string.OneOfString,(return.object),"pm.expect([""webhook_endpoint""].includes(return_object)).to.be.true",post+v1_webhook_endpoints,1.0,,,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",object,StripeClone API
/v1/webhook_endpoints&PostWebhookEndpoints&200():::EXIT,LENGTH(return.object)==16,daikon.inv.unary.string.FixedLengthString,(return.object),pm.expect(return_object).to.have.length(16),post+v1_webhook_endpoints,1.0,,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,object,StripeClone API
/v1/webhook_endpoints&PostWebhookEndpoints&200():::EXIT,LENGTH(return.secret)==38,daikon.inv.unary.string.FixedLengthString,(return.secret),pm.expect(return_secret).to.have.length(38),post+v1_webhook_endpoints,1.0,,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,secret,StripeClone API
/v1/webhook_endpoints&PostWebhookEndpoints&200():::EXIT,"return.status == ""enabled""",daikon.inv.unary.string.OneOfString,(return.status),"pm.expect([""enabled""].includes(return_status)).to.be.true",post+v1_webhook_endpoints,,1.0,,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",status,StripeClone API
/v1/webhook_endpoints&PostWebhookEndpoints&200():::EXIT,LENGTH(return.status)==7,daikon.inv.unary.string.FixedLengthString,(return.status),pm.expect(return_status).to.have.length(7),post+v1_webhook_endpoints,,1.0,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,status,StripeClone API
/v1/webhook_endpoints&PostWebhookEndpoints&200():::EXIT,size(return.enabled_events[]) == 1,daikon.inv.unary.scalar.OneOfScalar,(size(return.enabled_events[..])),pm.expect([1].includes(return_enabled_events_size_array)).to.be.true,post+v1_webhook_endpoints,,1.0,,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",enabled_events,StripeClone API
