pptname,invariant,invariantType,variables,postmanAssertion,endpoint,tp,fp,enter,invariantDescription,Unnamed: 10,groups,api,group
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,LENGTH(return.closed_by.avatar_url)==81,daikon.inv.unary.string.FixedLengthString,(return.closed_by.avatar_url),pm.expect(return_closed_by_avatar_url).to.have.length(81),get+projects_{id}_issues,1.0,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,,GitLab Issues API,closed_by.avatar_url
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,return.closed_by.avatar_url is Url,daikon.inv.unary.string.IsUrl,(return.closed_by.avatar_url),"pm.expect(return_closed_by_avatar_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",get+projects_{id}_issues,1.0,,,Indicates that the value of a string variable is always a URL. Represented as x is Url.,,,GitLab Issues API,closed_by.avatar_url
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,"return.closed_by.id one of { 1, 6 }",daikon.inv.unary.scalar.OneOfScalar,(return.closed_by.id),"pm.expect([1, 6, 0].includes(return_closed_by_id)).to.be.true",get+projects_{id}_issues,1.0,,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,,GitLab Issues API,closed_by.id
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,"return.closed_by.name one of { ""Administrator"", ""john"" }",daikon.inv.unary.string.OneOfString,(return.closed_by.name),"pm.expect([""Administrator"", ""john""].includes(return_closed_by_name)).to.be.true",get+projects_{id}_issues,,1.0,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,,GitLab Issues API,closed_by.name
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,"return.closed_by.state == ""active""",daikon.inv.unary.string.OneOfString,(return.closed_by.state),"pm.expect([""active""].includes(return_closed_by_state)).to.be.true",get+projects_{id}_issues,1.0,,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,,GitLab Issues API,closed_by.state
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,LENGTH(return.closed_by.state)==6,daikon.inv.unary.string.FixedLengthString,(return.closed_by.state),pm.expect(return_closed_by_state).to.have.length(6),get+projects_{id}_issues,1.0,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,,GitLab Issues API,closed_by.state
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,"return.closed_by.username one of { ""john"", ""root"" }",daikon.inv.unary.string.OneOfString,(return.closed_by.username),"pm.expect([""john"", ""root""].includes(return_closed_by_username)).to.be.true",get+projects_{id}_issues,,1.0,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,,GitLab Issues API,closed_by.username
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,LENGTH(return.closed_by.username)==4,daikon.inv.unary.string.FixedLengthString,(return.closed_by.username),pm.expect(return_closed_by_username).to.have.length(4),get+projects_{id}_issues,,1.0,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,,GitLab Issues API,closed_by.username
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,"return.closed_by.web_url one of { ""http://localhost:30000/john"", ""http://localhost:30000/root"" }",daikon.inv.unary.string.OneOfString,(return.closed_by.web_url),"pm.expect([""http://localhost:30000/john"", ""http://localhost:30000/root""].includes(return_closed_by_web_url)).to.be.true",get+projects_{id}_issues,,1.0,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,,GitLab Issues API,closed_by.web_url
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,LENGTH(return.closed_by.web_url)==27,daikon.inv.unary.string.FixedLengthString,(return.closed_by.web_url),pm.expect(return_closed_by_web_url).to.have.length(27),get+projects_{id}_issues,,1.0,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,,GitLab Issues API,closed_by.web_url
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,LENGTH(return.created_at)==24,daikon.inv.unary.string.FixedLengthString,(return.created_at),pm.expect(return_created_at).to.have.length(24),get+projects_{id}_issues,1.0,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,,GitLab Issues API,created_at
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,return.created_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional),daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm,(return.created_at),"pm.expect(return_created_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)",get+projects_{id}_issues,1.0,,,Indicates that the value of a string variable is always a timestamp. Represented as x is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional).,,,GitLab Issues API,created_at
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,return.downvotes == 0,daikon.inv.unary.scalar.OneOfScalar,(return.downvotes),pm.expect([0].includes(return_downvotes)).to.be.true,get+projects_{id}_issues,1.0,,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,,GitLab Issues API,downvotes
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,return.due_date is a Date. Format: YYYY/MM/DD,daikon.inv.unary.string.dates.IsDateYYYYMMDD,(return.due_date),pm.expect(return_due_date).to.match(/^(?:1\d{3}|20[01234][0-9]|2050|9999)[-/.](?:0[1-9]|1[012])[-/.](?:0[1-9]|[12][0-9]|3[01])$/),get+projects_{id}_issues,1.0,,,"Indicates that the value of a string variable is always a date following the format YYYY/MM/DD or YYYY-MM-DD (the separator can be ""/"" or ""-""). Represented as x is a Date. Format YYYY/MM/DD.",,,GitLab Issues API,due_date
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,return.has_tasks == false,daikon.inv.unary.scalar.OneOfScalar,(return.has_tasks),pm.expect(return_has_tasks).to.eql(false),get+projects_{id}_issues,1.0,,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,,GitLab Issues API,has_tasks
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,return.iid >= 1,daikon.inv.unary.scalar.LowerBound,(return.iid),pm.expect(return_iid).to.be.at.least(1),get+projects_{id}_issues,1.0,,,"Represents the invariant x >= c, where c is a constant and x is a long scalar.",,,GitLab Issues API,iid
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,return.milestone == null,daikon.inv.unary.scalar.OneOfScalar,(return.milestone),pm.expect(return_milestone).to.be.null,get+projects_{id}_issues,1.0,,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,,GitLab Issues API,milestone
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,"return.moved_to_id one of { ""5246"", ""5252"" }",daikon.inv.unary.string.OneOfString,(return.moved_to_id),"pm.expect([""5246"", ""5252""].includes(return_moved_to_id)).to.be.true",get+projects_{id}_issues,,1.0,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,,GitLab Issues API,moved_to_id
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,LENGTH(return.moved_to_id)==4,daikon.inv.unary.string.FixedLengthString,(return.moved_to_id),pm.expect(return_moved_to_id).to.have.length(4),get+projects_{id}_issues,,1.0,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,,GitLab Issues API,moved_to_id
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,return.moved_to_id is Numeric,daikon.inv.unary.string.IsNumeric,(return.moved_to_id),"pm.expect(return_moved_to_id).to.match(/^[+-]{0,1}(0|([0-9](\d*|\d{0,2}(,\d{3})*)))?(\.\d*[0-9])?$/)",get+projects_{id}_issues,1.0,,,Indicates that the characters of a string variable are always numeric. Represented as x is Numeric.,,,GitLab Issues API,moved_to_id
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,"return.state one of { ""closed"", ""opened"" }",daikon.inv.unary.string.OneOfString,(return.state),"pm.expect([""closed"", ""opened""].includes(return_state)).to.be.true",get+projects_{id}_issues,1.0,,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,,GitLab Issues API,state
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,LENGTH(return.state)==6,daikon.inv.unary.string.FixedLengthString,(return.state),pm.expect(return_state).to.have.length(6),get+projects_{id}_issues,1.0,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,,GitLab Issues API,state
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,return.time_stats.time_estimate >= 0,daikon.inv.unary.scalar.LowerBound,(return.time_stats.time_estimate),pm.expect(return_time_stats_time_estimate).to.be.at.least(0),get+projects_{id}_issues,1.0,,,"Represents the invariant x >= c, where c is a constant and x is a long scalar.",,,GitLab Issues API,time_stats.time_estimate
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,return.time_stats.total_time_spent >= 0,daikon.inv.unary.scalar.LowerBound,(return.time_stats.total_time_spent),pm.expect(return_time_stats_total_time_spent).to.be.at.least(0),get+projects_{id}_issues,1.0,,,"Represents the invariant x >= c, where c is a constant and x is a long scalar.",,,GitLab Issues API,time_stats.total_time_spent
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,LENGTH(return.updated_at)==24,daikon.inv.unary.string.FixedLengthString,(return.updated_at),pm.expect(return_updated_at).to.have.length(24),get+projects_{id}_issues,1.0,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,,GitLab Issues API,updated_at
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,return.updated_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional),daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm,(return.updated_at),"pm.expect(return_updated_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)",get+projects_{id}_issues,1.0,,,Indicates that the value of a string variable is always a timestamp. Represented as x is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional).,,,GitLab Issues API,updated_at
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,"size(return.assignees[]) one of { 0, 1 }",daikon.inv.unary.scalar.OneOfScalar,(size(return.assignees[..])),"pm.expect([0, 1, 0].includes(return_assignees_size_array)).to.be.true",get+projects_{id}_issues,1.0,,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,,GitLab Issues API,assignees
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,input.per_page >= return.assignee.id,daikon.inv.binary.twoScalar.IntGreaterEqual,"(input.per_page, return.assignee.id)",pm.expect(input_per_page).to.be.at.least(return_assignee_id),get+projects_{id}_issues,1.0,,,Represents an invariant of >= between two long scalars. Prints as x >= y.,,,GitLab Issues API,assignee.id
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,input.per_page < return.id,daikon.inv.binary.twoScalar.IntLessThan,"(input.per_page, return.id)",pm.expect(input_per_page).to.be.lessThan(return_id),get+projects_{id}_issues,1.0,,,Represents an invariant of < between two long scalars. Prints as x < y.,,,GitLab Issues API,id
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,input.per_page >= size(return.assignees[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(input.per_page, size(return.assignees[..]))",pm.expect(input_per_page).to.be.at.least(return_assignees_size_array),get+projects_{id}_issues,1.0,,,Represents an invariant of >= between two long scalars. Prints as x >= y.,,,GitLab Issues API,assignees
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,input.author_id >= return.downvotes,daikon.inv.binary.twoScalar.IntGreaterEqual,"(input.author_id, return.downvotes)",pm.expect(input_author_id).to.be.at.least(return_downvotes),get+projects_{id}_issues,1.0,,,Represents an invariant of >= between two long scalars. Prints as x >= y.,,,GitLab Issues API,downvotes
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,input.author_id >= size(return.assignees[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(input.author_id, size(return.assignees[..]))",pm.expect(input_author_id).to.be.at.least(return_assignees_size_array),get+projects_{id}_issues,,1.0,,Represents an invariant of >= between two long scalars. Prints as x >= y.,,,GitLab Issues API,assignees
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,return._links.self is a substring of return._links.award_emoji,daikon.inv.binary.twoString.StdString$SubString,"(return._links.award_emoji, return._links.self)",pm.expect(return__links_award_emoji.includes(return__links_self)).to.be.true,get+projects_{id}_issues,1.0,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,,GitLab Issues API,_links.self
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,return._links.self is a substring of return._links.notes,daikon.inv.binary.twoString.StdString$SubString,"(return._links.notes, return._links.self)",pm.expect(return__links_notes.includes(return__links_self)).to.be.true,get+projects_{id}_issues,1.0,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,,GitLab Issues API,_links.self
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,return._links.project is a substring of return._links.self,daikon.inv.binary.twoString.StdString$SubString,"(return._links.project, return._links.self)",pm.expect(return__links_self.includes(return__links_project)).to.be.true,get+projects_{id}_issues,1.0,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,,GitLab Issues API,_links.self
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,return.assignee.username is a substring of return.assignee.web_url,daikon.inv.binary.twoString.StdString$SubString,"(return.assignee.web_url, return.assignee.username)",pm.expect(return_assignee_web_url.includes(return_assignee_username)).to.be.true,get+projects_{id}_issues,1.0,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,,GitLab Issues API,assignee.web_url
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,return.assignee.id >= size(input.assignee_username[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.assignee.id, size(input.assignee_username[..]))",pm.expect(return_assignee_id).to.be.at.least(input_assignee_username_size_array),get+projects_{id}_issues,1.0,,,Represents an invariant of >= between two long scalars. Prints as x >= y.,,,GitLab Issues API,assignee.id
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,return.assignee.id >= size(return.assignees[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.assignee.id, size(return.assignees[..]))",pm.expect(return_assignee_id).to.be.at.least(return_assignees_size_array),get+projects_{id}_issues,1.0,,,Represents an invariant of >= between two long scalars. Prints as x >= y.,,,GitLab Issues API,assignee.id
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,return.author.username is a substring of return.author.web_url,daikon.inv.binary.twoString.StdString$SubString,"(return.author.web_url, return.author.username)",pm.expect(return_author_web_url.includes(return_author_username)).to.be.true,get+projects_{id}_issues,1.0,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,,GitLab Issues API,author.web_url
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,return.author.id < return.id,daikon.inv.binary.twoScalar.IntLessThan,"(return.author.id, return.id)",pm.expect(return_author_id).to.be.lessThan(return_id),get+projects_{id}_issues,1.0,,,Represents an invariant of < between two long scalars. Prints as x < y.,,,GitLab Issues API,author.id
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,return.author.id >= size(input.assignee_username[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.author.id, size(input.assignee_username[..]))",pm.expect(return_author_id).to.be.at.least(input_assignee_username_size_array),get+projects_{id}_issues,,1.0,,Represents an invariant of >= between two long scalars. Prints as x >= y.,,,GitLab Issues API,author.id
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,return.author.id >= size(return.assignees[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.author.id, size(return.assignees[..]))",pm.expect(return_author_id).to.be.at.least(return_assignees_size_array),get+projects_{id}_issues,1.0,,,Represents an invariant of >= between two long scalars. Prints as x >= y.,,,GitLab Issues API,author.id
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,return.closed_by.username is a substring of return.closed_by.web_url,daikon.inv.binary.twoString.StdString$SubString,"(return.closed_by.username, return.closed_by.web_url)",pm.expect(return_closed_by_web_url.includes(return_closed_by_username)).to.be.true,get+projects_{id}_issues,1.0,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,,GitLab Issues API,closed_by.username
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,return.downvotes <= return.time_stats.time_estimate,daikon.inv.binary.twoScalar.IntLessEqual,"(return.downvotes, return.time_stats.time_estimate)",pm.expect(return_downvotes).to.be.lte(return_time_stats_time_estimate),get+projects_{id}_issues,1.0,,,Represents an invariant of <= between two long scalars. Prints as x <= y.,,,GitLab Issues API,downvotes
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,return.downvotes <= return.time_stats.total_time_spent,daikon.inv.binary.twoScalar.IntLessEqual,"(return.downvotes, return.time_stats.total_time_spent)",pm.expect(return_downvotes).to.be.lte(return_time_stats_total_time_spent),get+projects_{id}_issues,1.0,,,Represents an invariant of <= between two long scalars. Prints as x <= y.,,,GitLab Issues API,downvotes
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,return.downvotes <= size(return.assignees[]),daikon.inv.binary.twoScalar.IntLessEqual,"(return.downvotes, size(return.assignees[..]))",pm.expect(return_downvotes).to.be.lte(return_assignees_size_array),get+projects_{id}_issues,1.0,,,Represents an invariant of <= between two long scalars. Prints as x <= y.,,,GitLab Issues API,downvotes
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,return.iid >= size(input.assignee_username[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.iid, size(input.assignee_username[..]))",pm.expect(return_iid).to.be.at.least(input_assignee_username_size_array),get+projects_{id}_issues,,1.0,,Represents an invariant of >= between two long scalars. Prints as x >= y.,,,GitLab Issues API,iid
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,return.iid > size(return.assignees[]),daikon.inv.binary.twoScalar.IntGreaterThan,"(return.iid, size(return.assignees[..]))",pm.expect(return_iid).to.be.greaterThan(return_assignees_size_array),get+projects_{id}_issues,1.0,,,Represents an invariant of > between two long scalars. Prints as x > y.,,,GitLab Issues API,iid
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,return.references.relative is a substring of return.references.full,daikon.inv.binary.twoString.StdString$SubString,"(return.references.full, return.references.relative)",pm.expect(return_references_full.includes(return_references_relative)).to.be.true,get+projects_{id}_issues,1.0,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,,GitLab Issues API,references.full
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT,size(input.assignee_username[]) >= size(return.assignees[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(size(input.assignee_username[..]), size(return.assignees[..]))",pm.expect(input_assignee_username_size_array).to.be.at.least(return_assignees_size_array),get+projects_{id}_issues,1.0,,,Represents an invariant of >= between two long scalars. Prints as x >= y.,,,GitLab Issues API,assignees
/projects/{id}/issues/{issue_iid}&/projects/{id}/issues/{issue_iid}&get&200&assignees():::EXIT,LENGTH(return.avatar_url)==81,daikon.inv.unary.string.FixedLengthString,(return.avatar_url),pm.expect(return_avatar_url).to.have.length(81),get+projects_{id}_issues_{issue_iid},,1.0,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,,GitLab Issues API,assignees.avatar_url
/projects/{id}/issues/{issue_iid}&/projects/{id}/issues/{issue_iid}&get&200&assignees():::EXIT,return.avatar_url is Url,daikon.inv.unary.string.IsUrl,(return.avatar_url),"pm.expect(return_avatar_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",get+projects_{id}_issues_{issue_iid},1.0,,,Indicates that the value of a string variable is always a URL. Represented as x is Url.,,,GitLab Issues API,assignees.avatar_url
/projects/{id}/issues/{issue_iid}&/projects/{id}/issues/{issue_iid}&get&200&assignees():::EXIT,"return.state == ""active""",daikon.inv.unary.string.OneOfString,(return.state),"pm.expect([""active""].includes(return_state)).to.be.true",get+projects_{id}_issues_{issue_iid},1.0,,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,,GitLab Issues API,assignees.state
/projects/{id}/issues/{issue_iid}&/projects/{id}/issues/{issue_iid}&get&200&assignees():::EXIT,LENGTH(return.state)==6,daikon.inv.unary.string.FixedLengthString,(return.state),pm.expect(return_state).to.have.length(6),get+projects_{id}_issues_{issue_iid},1.0,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,,GitLab Issues API,assignees.state
/projects/{id}/issues/{issue_iid}&/projects/{id}/issues/{issue_iid}&get&200&assignees():::EXIT,return.username is a substring of return.web_url,daikon.inv.binary.twoString.StdString$SubString,"(return.web_url, return.username)",pm.expect(return_web_url.includes(return_username)).to.be.true,get+projects_{id}_issues_{issue_iid},1.0,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,,GitLab Issues API,assignees.web_url
/projects/{id}/issues/{issue_iid}&/projects/{id}/issues/{issue_iid}&get&200():::EXIT,input.id == return.project_id,daikon.inv.binary.twoScalar.IntEqual,"(input.id, return.project_id)",pm.expect(input_id).to.eql(return_project_id),get+projects_{id}_issues_{issue_iid},1.0,,,Represents an invariant of == between two long scalars. Prints as x == y.,,,GitLab Issues API,project_id
/projects/{id}/issues/{issue_iid}&/projects/{id}/issues/{issue_iid}&get&200():::EXIT,input.issue_iid == return.iid,daikon.inv.binary.twoScalar.IntEqual,"(input.issue_iid, return.iid)",pm.expect(input_issue_iid).to.eql(return_iid),get+projects_{id}_issues_{issue_iid},1.0,,,Represents an invariant of == between two long scalars. Prints as x == y.,,,GitLab Issues API,iid
/projects/{id}/issues/{issue_iid}&/projects/{id}/issues/{issue_iid}&get&200():::EXIT,return.assignee.state == return.author.state,daikon.inv.binary.twoString.StringEqual,"(return.assignee.state, return.author.state)",pm.expect(return_assignee_state).to.eql(return_author_state),get+projects_{id}_issues_{issue_iid},1.0,,,Represents an invariant of == between two String scalars. Prints as x == y.,,,GitLab Issues API,assignee.state
/projects/{id}/issues/{issue_iid}&/projects/{id}/issues/{issue_iid}&get&200():::EXIT,return.assignee.state == return.closed_by.state,daikon.inv.binary.twoString.StringEqual,"(return.assignee.state, return.closed_by.state)",pm.expect(return_assignee_state).to.eql(return_closed_by_state),get+projects_{id}_issues_{issue_iid},1.0,,,Represents an invariant of == between two String scalars. Prints as x == y.,,,GitLab Issues API,assignee.state
/projects/{id}/issues/{issue_iid}&/projects/{id}/issues/{issue_iid}&get&200():::EXIT,return.author.web_url == return.closed_by.web_url,daikon.inv.binary.twoString.StringEqual,"(return.author.web_url, return.closed_by.web_url)",pm.expect(return_author_web_url).to.eql(return_closed_by_web_url),get+projects_{id}_issues_{issue_iid},1.0,,,Represents an invariant of == between two String scalars. Prints as x == y.,,,GitLab Issues API,author.web_url
/projects/{id}/issues/{issue_iid}&/projects/{id}/issues/{issue_iid}&get&200():::EXIT,return.author.avatar_url == return.closed_by.avatar_url,daikon.inv.binary.twoString.StringEqual,"(return.author.avatar_url, return.closed_by.avatar_url)",pm.expect(return_author_avatar_url).to.eql(return_closed_by_avatar_url),get+projects_{id}_issues_{issue_iid},1.0,,,Represents an invariant of == between two String scalars. Prints as x == y.,,,GitLab Issues API,author.avatar_url
/projects/{id}/issues/{issue_iid}&/projects/{id}/issues/{issue_iid}&get&200():::EXIT,return.author.username == return.closed_by.username,daikon.inv.binary.twoString.StringEqual,"(return.author.username, return.closed_by.username)",pm.expect(return_author_username).to.eql(return_closed_by_username),get+projects_{id}_issues_{issue_iid},1.0,,,Represents an invariant of == between two String scalars. Prints as x == y.,,,GitLab Issues API,author.username
/projects/{id}/issues/{issue_iid}&/projects/{id}/issues/{issue_iid}&get&200():::EXIT,return.author.state == return.closed_by.state,daikon.inv.binary.twoString.StringEqual,"(return.author.state, return.closed_by.state)",pm.expect(return_author_state).to.eql(return_closed_by_state),get+projects_{id}_issues_{issue_iid},1.0,,,Represents an invariant of == between two String scalars. Prints as x == y.,,,GitLab Issues API,author.state
/projects/{id}/issues/{issue_iid}&/projects/{id}/issues/{issue_iid}&get&200():::EXIT,return.author.name == return.closed_by.name,daikon.inv.binary.twoString.StringEqual,"(return.author.name, return.closed_by.name)",pm.expect(return_author_name).to.eql(return_closed_by_name),get+projects_{id}_issues_{issue_iid},1.0,,,Represents an invariant of == between two String scalars. Prints as x == y.,,,GitLab Issues API,author.name
/projects/{id}/issues/{issue_iid}&/projects/{id}/issues/{issue_iid}&get&200():::EXIT,return.author.id == return.closed_by.id,daikon.inv.binary.twoScalar.IntEqual,"(return.author.id, return.closed_by.id)",pm.expect(return_author_id).to.eql(return_closed_by_id),get+projects_{id}_issues_{issue_iid},1.0,,,Represents an invariant of == between two long scalars. Prints as x == y.,,,GitLab Issues API,author.id
