endpoint,group,invariant,invariantType,variables,postmanAssertion,pptname
get+projects_{id}_forks,ssh_url_to_repo,return.path_with_namespace is a substring of return.ssh_url_to_repo,daikon.inv.binary.twoString.StdString$SubString,"(return.ssh_url_to_repo, return.path_with_namespace)",pm.expect(return_ssh_url_to_repo.includes(return_path_with_namespace)).to.be.true,/projects/{id}/forks&/projects/{id}/forks&get&200():::EXIT
get+projects_{id}_forks,star_count,"return.star_count == size(return.tag_list[])
return.star_count == size(return.tag_list[])
return.star_count == size(return.shared_with_groups[])","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual","(return.star_count, size(return.tag_list[..]))
(return.star_count, size(return.tag_list[..]))
(return.star_count, size(return.shared_with_groups[..]))","pm.expect(return_star_count).to.eql(return_tag_list_size_array)
pm.expect(return_star_count).to.eql(return_tag_list_size_array)
pm.expect(return_star_count).to.eql(return_shared_with_groups_size_array)","/projects/{id}/forks&/projects/{id}/forks&get&200():::EXIT
/projects/{id}/forks&/projects/{id}/forks&get&200():::EXIT
/projects/{id}/forks&/projects/{id}/forks&get&200():::EXIT"
get+projects_{id}_forks,visibility,"input.visibility == return.visibility
return.visibility one of { ""internal"", ""private"", ""public"" }","daikon.inv.binary.twoString.StringEqual
daikon.inv.unary.string.OneOfString","(input.visibility, return.visibility)
(return.visibility)","pm.expect(input_visibility).to.eql(return_visibility)
pm.expect([""internal"", ""private"", ""public""].includes(return_visibility)).to.be.true","/projects/{id}/forks&/projects/{id}/forks&get&200():::EXIT
/projects/{id}/forks&/projects/{id}/forks&get&200():::EXIT"
get+projects_{id}_forks,web_url,"return.web_url is a substring of return.readme_url
return.path_with_namespace is a substring of return.web_url","daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString","(return.web_url, return.readme_url)
(return.web_url, return.path_with_namespace)","pm.expect(return_readme_url.includes(return_web_url)).to.be.true
pm.expect(return_web_url.includes(return_path_with_namespace)).to.be.true","/projects/{id}/forks&/projects/{id}/forks&get&200():::EXIT
/projects/{id}/forks&/projects/{id}/forks&get&200():::EXIT"
get+projects_{id}_starrers,starred_since,"LENGTH(return.starred_since)==24
return.starred_since is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.starred_since)
(return.starred_since)","pm.expect(return_starred_since).to.have.length(24)
pm.expect(return_starred_since).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)","/projects/{id}/starrers&/projects/{id}/starrers&get&200():::EXIT
/projects/{id}/starrers&/projects/{id}/starrers&get&200():::EXIT"
get+projects_{id}_starrers,user.avatar_url,"LENGTH(return.user.avatar_url)==81
return.user.avatar_url is Url","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.IsUrl","(return.user.avatar_url)
(return.user.avatar_url)","pm.expect(return_user_avatar_url).to.have.length(81)
pm.expect(return_user_avatar_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)","/projects/{id}/starrers&/projects/{id}/starrers&get&200():::EXIT
/projects/{id}/starrers&/projects/{id}/starrers&get&200():::EXIT"
get+projects_{id}_starrers,user.id,return.user.id >= 1,daikon.inv.unary.scalar.LowerBound,(return.user.id),pm.expect(return_user_id).to.be.at.least(1),/projects/{id}/starrers&/projects/{id}/starrers&get&200():::EXIT
get+projects_{id}_starrers,user.state,"return.user.state == ""active""
LENGTH(return.user.state)==6","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.user.state)
(return.user.state)","pm.expect([""active""].includes(return_user_state)).to.be.true
pm.expect(return_user_state).to.have.length(6)","/projects/{id}/starrers&/projects/{id}/starrers&get&200():::EXIT
/projects/{id}/starrers&/projects/{id}/starrers&get&200():::EXIT"
get+projects_{id}_starrers,user.web_url,return.user.username is a substring of return.user.web_url,daikon.inv.binary.twoString.StdString$SubString,"(return.user.web_url, return.user.username)",pm.expect(return_user_web_url.includes(return_user_username)).to.be.true,/projects/{id}/starrers&/projects/{id}/starrers&get&200():::EXIT
get+projects_{id}_users,avatar_url,return.avatar_url is Url,daikon.inv.unary.string.IsUrl,(return.avatar_url),"pm.expect(return_avatar_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",/projects/{id}/users&/projects/{id}/users&get&200():::EXIT
get+projects_{id}_users,id,return.id >= 1,daikon.inv.unary.scalar.LowerBound,(return.id),pm.expect(return_id).to.be.at.least(1),/projects/{id}/users&/projects/{id}/users&get&200():::EXIT
get+projects_{id}_users,state,"return.state == ""active""
LENGTH(return.state)==6","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.state)
(return.state)","pm.expect([""active""].includes(return_state)).to.be.true
pm.expect(return_state).to.have.length(6)","/projects/{id}/users&/projects/{id}/users&get&200():::EXIT
/projects/{id}/users&/projects/{id}/users&get&200():::EXIT"
get+projects_{id}_users,web_url,return.username is a substring of return.web_url,daikon.inv.binary.twoString.StdString$SubString,"(return.web_url, return.username)",pm.expect(return_web_url.includes(return_username)).to.be.true,/projects/{id}/users&/projects/{id}/users&get&200():::EXIT
get+users_{user_id}_projects,_links.self,"return._links.self is a substring of return._links.issues
return._links.self is a substring of return._links.merge_requests
return._links.self is a substring of return._links.repo_branches
return._links.self is a substring of return._links.labels
return._links.self is a substring of return._links.events
return._links.self is a substring of return._links.members","daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString","(return._links.self, return._links.issues)
(return._links.self, return._links.merge_requests)
(return._links.self, return._links.repo_branches)
(return._links.self, return._links.labels)
(return._links.self, return._links.events)
(return._links.self, return._links.members)","pm.expect(return__links_issues.includes(return__links_self)).to.be.true
pm.expect(return__links_merge_requests.includes(return__links_self)).to.be.true
pm.expect(return__links_repo_branches.includes(return__links_self)).to.be.true
pm.expect(return__links_labels.includes(return__links_self)).to.be.true
pm.expect(return__links_events.includes(return__links_self)).to.be.true
pm.expect(return__links_members.includes(return__links_self)).to.be.true","/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT"
get+users_{user_id}_projects,auto_devops_deploy_strategy,"return.auto_devops_deploy_strategy one of { ""continuous"", ""manual"", ""timed_incremental"" }",daikon.inv.unary.string.OneOfString,(return.auto_devops_deploy_strategy),"pm.expect([""continuous"", ""manual"", ""timed_incremental""].includes(return_auto_devops_deploy_strategy)).to.be.true",/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
get+users_{user_id}_projects,created_at,"return.created_at == return.last_activity_at
LENGTH(return.created_at)==24
return.created_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.binary.twoString.StringEqual
daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.created_at, return.last_activity_at)
(return.created_at)
(return.created_at)","pm.expect(return_created_at).to.eql(return_last_activity_at)
pm.expect(return_created_at).to.have.length(24)
pm.expect(return_created_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)","/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT"
get+users_{user_id}_projects,creator_id,"return.creator_id >= 1
return.creator_id >= size(return.tag_list[])
return.creator_id >= size(return.shared_with_groups[])","daikon.inv.unary.scalar.LowerBound
daikon.inv.binary.twoScalar.IntGreaterEqual
daikon.inv.binary.twoScalar.IntGreaterEqual","(return.creator_id)
(return.creator_id, size(return.tag_list[..]))
(return.creator_id, size(return.shared_with_groups[..]))","pm.expect(return_creator_id).to.be.at.least(1)
pm.expect(return_creator_id).to.be.at.least(return_tag_list_size_array)
pm.expect(return_creator_id).to.be.at.least(return_shared_with_groups_size_array)","/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT"
get+users_{user_id}_projects,default_branch,return.default_branch is a substring of return.readme_url,daikon.inv.binary.twoString.StdString$SubString,"(return.default_branch, return.readme_url)",pm.expect(return_readme_url.includes(return_default_branch)).to.be.true,/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
get+users_{user_id}_projects,forks_count,"return.forks_count >= 0
return.forks_count >= return.statistics.job_artifacts_size","daikon.inv.unary.scalar.LowerBound
daikon.inv.binary.twoScalar.IntGreaterEqual","(return.forks_count)
(return.forks_count, return.statistics.job_artifacts_size)","pm.expect(return_forks_count).to.be.at.least(0)
pm.expect(return_forks_count).to.be.at.least(return_statistics_job_artifacts_size)","/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT"
get+users_{user_id}_projects,http_url_to_repo,return.web_url is a substring of return.http_url_to_repo,daikon.inv.binary.twoString.StdString$SubString,"(return.http_url_to_repo, return.web_url)",pm.expect(return_http_url_to_repo.includes(return_web_url)).to.be.true,/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
get+users_{user_id}_projects,id,"input.id_after < return.id
input.id_before > return.id
return.id > return.owner.id
return.id > return.creator_id
return.id > return.star_count","daikon.inv.binary.twoScalar.IntLessThan
daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterThan","(input.id_after, return.id)
(input.id_before, return.id)
(return.id, return.owner.id)
(return.id, return.creator_id)
(return.id, return.star_count)","pm.expect(input_id_after).to.be.lessThan(return_id)
pm.expect(input_id_before).to.be.greaterThan(return_id)
pm.expect(return_id).to.be.greaterThan(return_owner_id)
pm.expect(return_id).to.be.greaterThan(return_creator_id)
pm.expect(return_id).to.be.greaterThan(return_star_count)","/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT"
get+users_{user_id}_projects,import_status,"return.import_status one of { ""failed"", ""finished"", ""none"" }",daikon.inv.unary.string.OneOfString,(return.import_status),"pm.expect([""failed"", ""finished"", ""none""].includes(return_import_status)).to.be.true",/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
get+users_{user_id}_projects,merge_method,"return.merge_method one of { ""ff"", ""merge"", ""rebase_merge"" }",daikon.inv.unary.string.OneOfString,(return.merge_method),"pm.expect([""ff"", ""merge"", ""rebase_merge""].includes(return_merge_method)).to.be.true",/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
get+users_{user_id}_projects,name,return.name is a substring of return.name_with_namespace,daikon.inv.binary.twoString.StdString$SubString,"(return.name, return.name_with_namespace)",pm.expect(return_name_with_namespace.includes(return_name)).to.be.true,/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
get+users_{user_id}_projects,name_with_namespace,return.namespace.name is a substring of return.name_with_namespace,daikon.inv.binary.twoString.StdString$SubString,"(return.name_with_namespace, return.namespace.name)",pm.expect(return_name_with_namespace.includes(return_namespace_name)).to.be.true,/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
get+users_{user_id}_projects,namespace.id,"return.namespace.id >= 1
return.namespace.id >= size(return.tag_list[])
return.namespace.id >= size(return.shared_with_groups[])","daikon.inv.unary.scalar.LowerBound
daikon.inv.binary.twoScalar.IntGreaterEqual
daikon.inv.binary.twoScalar.IntGreaterEqual","(return.namespace.id)
(return.namespace.id, size(return.tag_list[..]))
(return.namespace.id, size(return.shared_with_groups[..]))","pm.expect(return_namespace_id).to.be.at.least(1)
pm.expect(return_namespace_id).to.be.at.least(return_tag_list_size_array)
pm.expect(return_namespace_id).to.be.at.least(return_shared_with_groups_size_array)","/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT"
get+users_{user_id}_projects,namespace.kind,"return.namespace.kind == ""user""
LENGTH(return.namespace.kind)==4","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.namespace.kind)
(return.namespace.kind)","pm.expect([""user""].includes(return_namespace_kind)).to.be.true
pm.expect(return_namespace_kind).to.have.length(4)","/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT"
get+users_{user_id}_projects,namespace.path,return.namespace.path == return.namespace.full_path,daikon.inv.binary.twoString.StringEqual,"(return.namespace.path, return.namespace.full_path)",pm.expect(return_namespace_path).to.eql(return_namespace_full_path),/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
get+users_{user_id}_projects,open_issues_count,"return.open_issues_count == 0
return.open_issues_count <= return.forks_count
return.open_issues_count <= return.star_count
return.open_issues_count <= return.statistics.commit_count
return.open_issues_count <= return.statistics.storage_size
return.open_issues_count <= return.statistics.repository_size
return.open_issues_count <= return.statistics.wiki_size
return.open_issues_count <= return.statistics.lfs_objects_size
return.open_issues_count <= size(return.tag_list[])
return.open_issues_count <= size(return.shared_with_groups[])","daikon.inv.unary.scalar.OneOfScalar
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntLessEqual","(return.open_issues_count)
(return.open_issues_count, return.forks_count)
(return.open_issues_count, return.star_count)
(return.open_issues_count, return.statistics.commit_count)
(return.open_issues_count, return.statistics.storage_size)
(return.open_issues_count, return.statistics.repository_size)
(return.open_issues_count, return.statistics.wiki_size)
(return.open_issues_count, return.statistics.lfs_objects_size)
(return.open_issues_count, size(return.tag_list[..]))
(return.open_issues_count, size(return.shared_with_groups[..]))","pm.expect([0].includes(return_open_issues_count)).to.be.true
pm.expect(return_open_issues_count).to.be.lte(return_forks_count)
pm.expect(return_open_issues_count).to.be.lte(return_star_count)
pm.expect(return_open_issues_count).to.be.lte(return_statistics_commit_count)
pm.expect(return_open_issues_count).to.be.lte(return_statistics_storage_size)
pm.expect(return_open_issues_count).to.be.lte(return_statistics_repository_size)
pm.expect(return_open_issues_count).to.be.lte(return_statistics_wiki_size)
pm.expect(return_open_issues_count).to.be.lte(return_statistics_lfs_objects_size)
pm.expect(return_open_issues_count).to.be.lte(return_tag_list_size_array)
pm.expect(return_open_issues_count).to.be.lte(return_shared_with_groups_size_array)","/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT"
get+users_{user_id}_projects,owner.id,"return.owner.id >= 1
return.owner.id <= return.namespace.id
return.owner.id >= size(return.tag_list[])
return.owner.id >= size(return.shared_with_groups[])","daikon.inv.unary.scalar.LowerBound
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntGreaterEqual
daikon.inv.binary.twoScalar.IntGreaterEqual","(return.owner.id)
(return.owner.id, return.namespace.id)
(return.owner.id, size(return.tag_list[..]))
(return.owner.id, size(return.shared_with_groups[..]))","pm.expect(return_owner_id).to.be.at.least(1)
pm.expect(return_owner_id).to.be.lte(return_namespace_id)
pm.expect(return_owner_id).to.be.at.least(return_tag_list_size_array)
pm.expect(return_owner_id).to.be.at.least(return_shared_with_groups_size_array)","/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT"
get+users_{user_id}_projects,owner.name,"return.owner.name == return.namespace.name
return.owner.name is a substring of return.name_with_namespace","daikon.inv.binary.twoString.StringEqual
daikon.inv.binary.twoString.StdString$SubString","(return.owner.name, return.namespace.name)
(return.owner.name, return.name_with_namespace)","pm.expect(return_owner_name).to.eql(return_namespace_name)
pm.expect(return_name_with_namespace.includes(return_owner_name)).to.be.true","/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT"
get+users_{user_id}_projects,path,return.path is a substring of return.path_with_namespace,daikon.inv.binary.twoString.StdString$SubString,"(return.path, return.path_with_namespace)",pm.expect(return_path_with_namespace.includes(return_path)).to.be.true,/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
get+users_{user_id}_projects,path_with_namespace,return.namespace.path is a substring of return.path_with_namespace,daikon.inv.binary.twoString.StdString$SubString,"(return.path_with_namespace, return.namespace.path)",pm.expect(return_path_with_namespace.includes(return_namespace_path)).to.be.true,/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
get+users_{user_id}_projects,permissions.group_access,return.permissions.group_access == null,daikon.inv.unary.scalar.OneOfScalar,(return.permissions.group_access),pm.expect(return_permissions_group_access).to.be.null,/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
get+users_{user_id}_projects,permissions.project_access.access_level,return.permissions.project_access.access_level == 50,daikon.inv.unary.scalar.OneOfScalar,(return.permissions.project_access.access_level),pm.expect([50].includes(return_permissions_project_access_access_level)).to.be.true,/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
get+users_{user_id}_projects,permissions.project_access.notification_level,return.permissions.project_access.notification_level == 3,daikon.inv.unary.scalar.OneOfScalar,(return.permissions.project_access.notification_level),pm.expect([3].includes(return_permissions_project_access_notification_level)).to.be.true,/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
get+users_{user_id}_projects,repository_storage,"return.repository_storage == ""default""
LENGTH(return.repository_storage)==7","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.repository_storage)
(return.repository_storage)","pm.expect([""default""].includes(return_repository_storage)).to.be.true
pm.expect(return_repository_storage).to.have.length(7)","/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT"
get+users_{user_id}_projects,service_desk_enabled,"input.simple == return.service_desk_enabled
return.service_desk_enabled == false","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.unary.scalar.OneOfScalar","(input.simple, return.service_desk_enabled)
(return.service_desk_enabled)","pm.expect(input_simple).to.eql(return_service_desk_enabled)
pm.expect(return_service_desk_enabled).to.eql(false)","/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT"
get+users_{user_id}_projects,shared_with_groups,"size(return.shared_with_groups[]) one of { 0, 1 }",daikon.inv.unary.scalar.OneOfScalar,(size(return.shared_with_groups[..])),"pm.expect([0, 1, 0].includes(return_shared_with_groups_size_array)).to.be.true",/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
get+users_{user_id}_projects,shared_with_groups.expires_at,return.expires_at is a Date. Format: YYYY/MM/DD,daikon.inv.unary.string.dates.IsDateYYYYMMDD,(return.expires_at),pm.expect(return_expires_at).to.match(/^(?:1\d{3}|20[01234][0-9]|2050|9999)[-/.](?:0[1-9]|1[012])[-/.](?:0[1-9]|[12][0-9]|3[01])$/),/users/{user_id}/projects&/users/{user_id}/projects&get&200&shared_with_groups():::EXIT
get+users_{user_id}_projects,shared_with_groups.group_access_level,"return.group_access_level one of { 20, 30, 40 }",daikon.inv.unary.scalar.OneOfScalar,(return.group_access_level),"pm.expect([20, 30, 40].includes(return_group_access_level)).to.be.true",/users/{user_id}/projects&/users/{user_id}/projects&get&200&shared_with_groups():::EXIT
get+users_{user_id}_projects,ssh_url_to_repo,return.path_with_namespace is a substring of return.ssh_url_to_repo,daikon.inv.binary.twoString.StdString$SubString,"(return.ssh_url_to_repo, return.path_with_namespace)",pm.expect(return_ssh_url_to_repo.includes(return_path_with_namespace)).to.be.true,/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
get+users_{user_id}_projects,star_count,"return.star_count >= 0
return.star_count >= return.statistics.job_artifacts_size","daikon.inv.unary.scalar.LowerBound
daikon.inv.binary.twoScalar.IntGreaterEqual","(return.star_count)
(return.star_count, return.statistics.job_artifacts_size)","pm.expect(return_star_count).to.be.at.least(0)
pm.expect(return_star_count).to.be.at.least(return_statistics_job_artifacts_size)","/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT"
get+users_{user_id}_projects,statistics.commit_count,"return.statistics.commit_count >= 0
return.statistics.commit_count <= return.statistics.storage_size
return.statistics.commit_count <= return.statistics.repository_size
return.statistics.commit_count >= return.statistics.job_artifacts_size","daikon.inv.unary.scalar.LowerBound
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntGreaterEqual","(return.statistics.commit_count)
(return.statistics.commit_count, return.statistics.storage_size)
(return.statistics.commit_count, return.statistics.repository_size)
(return.statistics.commit_count, return.statistics.job_artifacts_size)","pm.expect(return_statistics_commit_count).to.be.at.least(0)
pm.expect(return_statistics_commit_count).to.be.lte(return_statistics_storage_size)
pm.expect(return_statistics_commit_count).to.be.lte(return_statistics_repository_size)
pm.expect(return_statistics_commit_count).to.be.at.least(return_statistics_job_artifacts_size)","/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT"
get+users_{user_id}_projects,statistics.job_artifacts_size,"return.statistics.job_artifacts_size == return.statistics.packages_size
return.statistics.job_artifacts_size == return.statistics.snippets_size
return.statistics.job_artifacts_size == 0
return.statistics.job_artifacts_size <= size(return.tag_list[])
return.statistics.job_artifacts_size <= size(return.shared_with_groups[])","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.unary.scalar.OneOfScalar
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntLessEqual","(return.statistics.job_artifacts_size, return.statistics.packages_size)
(return.statistics.job_artifacts_size, return.statistics.snippets_size)
(return.statistics.job_artifacts_size)
(return.statistics.job_artifacts_size, size(return.tag_list[..]))
(return.statistics.job_artifacts_size, size(return.shared_with_groups[..]))","pm.expect(return_statistics_job_artifacts_size).to.eql(return_statistics_packages_size)
pm.expect(return_statistics_job_artifacts_size).to.eql(return_statistics_snippets_size)
pm.expect([0].includes(return_statistics_job_artifacts_size)).to.be.true
pm.expect(return_statistics_job_artifacts_size).to.be.lte(return_tag_list_size_array)
pm.expect(return_statistics_job_artifacts_size).to.be.lte(return_shared_with_groups_size_array)","/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT"
get+users_{user_id}_projects,statistics.lfs_objects_size,"return.statistics.lfs_objects_size one of { 0, 290070, 581353017 }
return.statistics.lfs_objects_size >= return.statistics.job_artifacts_size","daikon.inv.unary.scalar.OneOfScalar
daikon.inv.binary.twoScalar.IntGreaterEqual","(return.statistics.lfs_objects_size)
(return.statistics.lfs_objects_size, return.statistics.job_artifacts_size)","pm.expect([0, 290070, 581353017].includes(return_statistics_lfs_objects_size)).to.be.true
pm.expect(return_statistics_lfs_objects_size).to.be.at.least(return_statistics_job_artifacts_size)","/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT
/users/{user_id}/projects&/users/{user_id}/projects&get&200():::EXIT"
