endpoint,group,description,tp
get+youtube_v3_videos,items.contentDetails.contentRating.resorteviolenciaRating,"The video's rating in Venezuela. schema: {""enum"": [""resorteviolenciaUnspecified"", ""resorteviolenciaA"", ""resorteviolenciaB"", ""resorteviolenciaC"", ""resorteviolenciaD"", ""resorteviolenciaE"", ""resorteviolenciaUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.rtcRating,"The video's General Directorate of Radio, Television and Cinematography (Mexico) rating. schema: {""enum"": [""rtcUnspecified"", ""rtcAa"", ""rtcA"", ""rtcB"", ""rtcB15"", ""rtcC"", ""rtcD"", ""rtcUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.rteRating,"The video's rating from Ireland's Raidió Teilifís Éireann, schema: {""type"": ""string"", ""enum"": [""rteUnspecified"", ""rteGa"", ""rteCh"", ""rtePs"", ""rteMa"", ""rteUnrated""]}
The video's rating from Ireland's Raidió Teilifís Éireann. schema: {""enum"": [""rteUnspecified"", ""rteGa"", ""rteCh"", ""rtePs"", ""rteMa"", ""rteUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.russiaRating,"The video's National Film Registry of the Russian Federation (MKRF - Russia) rating. schema: {""enum"": [""russiaUnspecified"", ""russia0"", ""russia6"", ""russia12"", ""russia16"", ""russia18"", ""russiaUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.skfilmRating,"The video's rating in Slovakia, schema: {""type"": ""string"", ""enum"": [""skfilmUnspecified"", ""skfilmG"", ""skfilmP2"", ""skfilmP5"", ""skfilmP8"", ""skfilmUnrated""]}
The video's rating in Slovakia. schema: {""enum"": [""skfilmUnspecified"", ""skfilmG"", ""skfilmP2"", ""skfilmP5"", ""skfilmP8"", ""skfilmUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.smaisRating,"The video's rating in Iceland, schema: {""type"": ""string"", ""enum"": [""smaisUnspecified"", ""smaisL"", ""smais7"", ""smais12"", ""smais14"", ""smais16"", ""smais18"", ""smaisUnrated""]}
The video's rating in Iceland. schema: {""enum"": [""smaisUnspecified"", ""smaisL"", ""smais7"", ""smais12"", ""smais14"", ""smais16"", ""smais18"", ""smaisUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.smsaRating,"The video's rating from Statens medieråd (Sweden's National Media Council). schema: {""enum"": [""smsaUnspecified"", ""smsaA"", ""smsa7"", ""smsa11"", ""smsa15"", ""smsaUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.tvpgRating,"The video's TV Parental Guidelines (TVPG
The video's TV Parental Guidelines (TVPG) rating. schema: {""enum"": [""tvpgUnspecified"", ""tvpgY"", ""tvpgY7"", ""tvpgY7Fv"", ""tvpgG"", ""tvpgPg"", ""pg14"", ""tvpgMa"", ""tvpgUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.dimension,The value of dimension indicates whether the video is available in 3D or in 2D,1.0
get+youtube_v3_videos,items.contentDetails.duration,"The length of the video. The tag value is an ISO 8601 duration in the format PT#M#S, in which the letters PT indicate that the value specifies a period of time, and the letters M and S refer to length in minutes and seconds, respectively. The # characters preceding the M and S letters are both integers that specify the number of minutes (or seconds",1.0
get+youtube_v3_videos,items.contentDetails.hasCustomThumbnail,Indicates whether the video uploader has provided a custom thumbnail image for the video. This property is only visible to the video uploader,0.0
get+youtube_v3_videos,items.contentDetails.licensedContent,The value of is_license_content indicates whether the video is licensed content,0.0
get+youtube_v3_videos,items.contentDetails.projection,"Specifies the projection format of the video, schema: {""type"": ""string"", ""enum"": [""rectangular"", ""360""]}",1.0
get+youtube_v3_videos,items.contentDetails.regionRestriction.allowed,"A list of region codes that identify countries where the video is viewable. If this property is present and a country is not listed in its value, then the video is blocked from appearing in that country. If this property is present and contains an empty list, the video is blocked in all countries",0.0
get+youtube_v3_videos,items.contentDetails.regionRestriction.blocked,"A list of region codes that identify countries where the video is blocked. If this property is present and a country is not listed in its value, then the video is viewable in that country. If this property is present and contains an empty list, the video is viewable in all countries",0.0
get+youtube_v3_videos,items.fileDetails.audioStreams.channelCount,"The number of audio channels that the stream contains, schema: {""type"": ""integer"", ""format"": ""uint32""}",1.0
get+youtube_v3_videos,items.fileDetails.audioStreams.vendor,"A value that uniquely identifies a video vendor. Typically, the value is a four-letter vendor code",0.0
get+youtube_v3_videos,items.fileDetails.creationTime,"The date and time when the uploaded video file was created. The value is specified in ISO 8601 format. Currently, the following ISO 8601 formats are supported: - Date only: YYYY-MM-DD - Naive time: YYYY-MM-DDTHH:MM:SS - Time with timezone: YYYY-MM-DDTHH:MM:SS+HH:MM",1.0
get+youtube_v3_videos,items.fileDetails.durationMs,"The length of the uploaded video in milliseconds, schema: {""type"": ""string"", ""format"": ""uint64""}",1.0
get+youtube_v3_videos,items.fileDetails.fileName,The uploaded file's name. This field is present whether a video file or another type of file was uploaded,0.0
get+youtube_v3_videos,items.fileDetails.fileType,"The uploaded file's type as detected by YouTube's video processing engine. Currently, YouTube only processes video files, but this field is present whether a video file or another type of file was uploaded, schema: {""type"": ""string"", ""enum"": [""video"", ""audio"", ""image"", ""archive"", ""document"", ""project"", ""other""]}",1.0
get+youtube_v3_videos,items.fileDetails.videoStreams.aspectRatio,"The video content's display aspect ratio, which specifies the aspect ratio in which the video should be displayed, schema: {""type"": ""number"", ""format"": ""double""}",1.0
get+youtube_v3_videos,items.fileDetails.videoStreams.bitrateBps,"The video stream's bitrate, in bits per second, schema: {""type"": ""string"", ""format"": ""uint64""}",1.0
get+youtube_v3_videos,items.fileDetails.videoStreams.heightPixels,"The encoded video content's height in pixels, schema: {""type"": ""integer"", ""format"": ""uint32""}",1.0
get+youtube_v3_videos,items.fileDetails.videoStreams.rotation,"The amount that YouTube needs to rotate the original source content to properly display the video, schema: {""type"": ""string"", ""enum"": [""none"", ""clockwise"", ""upsideDown"", ""counterClockwise"", ""other""]}",1.0
get+youtube_v3_videos,items.fileDetails.videoStreams.vendor,"A value that uniquely identifies a video vendor. Typically, the value is a four-letter vendor code",0.0
get+youtube_v3_videos,items.fileDetails.videoStreams.widthPixels,"Attribute maxWidth is responded to by parameter VideoFileDetailsVideoStream with a description: Return the player with maximum height specified in
The encoded video content's width in pixels. You can calculate the video's encoding aspect ratio as width_pixels / height_pixels, schema: {""type"": ""integer"", ""format"": ""uint32""}",1.0
get+youtube_v3_videos,items.kind,"Identifies what kind of resource this is. Value: the fixed string ""youtube#video""",1.0
get+youtube_v3_videos,items.liveStreamingDetails.activeLiveChatId,The ID of the currently active live chat attached to this video. This field is filled only if the video is a currently live broadcast that has live chat. Once the broadcast transitions to complete this field will be removed and the live chat closed down. For persistent broadcasts that live chat id will no longer be tied to this video but rather to the new video being displayed at the persistent page,1.0
get+youtube_v3_videos,items.liveStreamingDetails.actualEndTime,"The time that the broadcast actually ended. This value will not be available until the broadcast is over, schema: {""type"": ""string"", ""format"": ""date-time""}",1.0
get+youtube_v3_videos,items.liveStreamingDetails.actualStartTime,"The time that the broadcast actually started. This value will not be available until the broadcast begins, schema: {""type"": ""string"", ""format"": ""date-time""}",1.0
get+youtube_v3_videos,items.liveStreamingDetails.concurrentViewers,"The number of viewers currently watching the broadcast. The property and its value will be present if the broadcast has current viewers and the broadcast owner has not hidden the viewcount for the video. Note that YouTube stops tracking the number of concurrent viewers for a broadcast when the broadcast ends. So, this property would not identify the number of viewers watching an archived video of a live broadcast that already ended, schema: {""type"": ""string"", ""format"": ""uint64""}",0.0
get+youtube_v3_videos,items.liveStreamingDetails.scheduledEndTime,"The time that the broadcast is scheduled to end. If the value is empty or the property is not present, then the broadcast is scheduled to contiue indefinitely, schema: {""type"": ""string"", ""format"": ""date-time""}",1.0
get+youtube_v3_videos,items.liveStreamingDetails.scheduledStartTime,"The time that the broadcast is scheduled to begin, schema: {""type"": ""string"", ""format"": ""date-time""}",1.0
get+youtube_v3_videos,items.player.embedHeight,"{""type"": ""string"", ""format"": ""int64""}",1.0
get+youtube_v3_videos,items.player.embedWidth,"The embed width, schema: {""type"": ""string"", ""format"": ""int64""}",1.0
get+youtube_v3_videos,items.processingDetails.processingFailureReason,"The reason that YouTube failed to process the video. This property will only have a value if the processingStatus property's value is failed, schema: {""type"": ""string"", ""enum"": [""uploadFailed"", ""transcodeFailed"", ""streamingFailed"", ""other""]}",1.0
get+youtube_v3_videos,items.processingDetails.processingProgress.partsProcessed,"The number of parts of the video that YouTube has already processed. You can estimate the percentage of the video that YouTube has already processed by calculating: 100 * parts_processed / parts_total Note that since the estimated number of parts could increase without a corresponding increase in the number of parts that have already been processed, it is possible that the calculated progress could periodically decrease while YouTube processes a video, schema: {""type"": ""string"", ""format"": ""uint64""}",1.0
get+youtube_v3_videos,items.processingDetails.processingProgress.partsTotal,"An estimate of the total number of parts that need to be processed for the video. The number may be updated with more precise estimates while YouTube processes the video, schema: {""type"": ""string"", ""format"": ""uint64""}",1.0
get+youtube_v3_videos,items.processingDetails.processingProgress.timeLeftMs,"An estimate of the amount of time, in millseconds, that YouTube needs to finish processing the video, schema: {""type"": ""string"", ""format"": ""uint64""}",1.0
get+youtube_v3_videos,items.processingDetails.processingStatus,"The video's processing status. This value indicates whether YouTube was able to process the video or if the video is still being processed, schema: {""type"": ""string"", ""enum"": [""processing"", ""succeeded"", ""failed"", ""terminated""]}",1.0
get+youtube_v3_videos,items.recordingDetails.location.latitude,"Latitude in degrees, schema: {""type"": ""number"", ""format"": ""double""}",1.0
get+youtube_v3_videos,items.recordingDetails.recordingDate,"The date and time when the video was recorded, schema: {""type"": ""string"", ""format"": ""date-time""}",1.0
get+youtube_v3_videos,items.snippet.categoryId,Attribute videoCategoryId is responded to by parameter VideoSnippet with a description: Use chart that is specific to the specified video category,0.0
get+youtube_v3_videos,items.snippet.liveBroadcastContent,"Indicates if the video is an upcoming/active live broadcast. Or it's ""none"" if the video is not an upcoming/active live broadcast, schema: {""type"": ""string"", ""enum"": [""none"", ""upcoming"", ""live"", ""completed""]}",1.0
get+youtube_v3_videos,items.snippet.publishedAt,"The date and time when the video was uploaded, schema: {""type"": ""string"", ""format"": ""date-time""}",1.0
get+youtube_v3_videos,items.snippet.thumbnails.default.url,"The thumbnail image's URL, schema: {""type"": ""string"", ""format"": ""uri""}",1.0
get+youtube_v3_videos,items.snippet.thumbnails.high.url,"The thumbnail image's URL, schema: {""type"": ""string"", ""format"": ""uri""}",1.0
get+youtube_v3_videos,items.snippet.thumbnails.maxres.url,"The thumbnail image's URL, schema: {""type"": ""string"", ""format"": ""uri""}",1.0
get+youtube_v3_videos,items.snippet.thumbnails.medium.url,"The thumbnail image's URL, schema: {""type"": ""string"", ""format"": ""uri""}",1.0
get+youtube_v3_videos,items.snippet.thumbnails.standard.url,"The thumbnail image's URL, schema: {""type"": ""string"", ""format"": ""uri""}",1.0
get+youtube_v3_videos,items.statistics.commentCount,"The number of comments for the video, schema: {""type"": ""string"", ""format"": ""uint64""}",1.0
get+youtube_v3_videos,items.statistics.dislikeCount,"The number of users who have indicated that they disliked the video by giving it a negative rating, schema: {""type"": ""string"", ""format"": ""uint64""}",1.0
get+youtube_v3_videos,items.statistics.favoriteCount,"The number of users who currently have the video marked as a favorite video, schema: {""type"": ""string"", ""format"": ""uint64""}",1.0
get+youtube_v3_videos,items.statistics.likeCount,"The number of users who have indicated that they liked the video by giving it a positive rating, schema: {""type"": ""string"", ""format"": ""uint64""}",1.0
get+youtube_v3_videos,items.statistics.viewCount,"The number of times the video has been viewed, schema: {""type"": ""string"", ""format"": ""uint64""}",1.0
get+youtube_v3_videos,items.status.embeddable,This value indicates if the video can be embedded on another website. @mutable youtube.videos.insert youtube.videos.update,1.0
get+youtube_v3_videos,items.status.failureReason,"This value explains why a video failed to upload. This property is only present if the uploadStatus property indicates that the upload failed, schema: {""type"": ""string"", ""enum"": [""conversion"", ""invalidFile"", ""emptyFile"", ""tooSmall"", ""codec"", ""uploadAborted""]}",1.0
get+youtube_v3_videos,items.status.privacyStatus,"The video's privacy status, schema: {""type"": ""string"", ""enum"": [""public"", ""unlisted"", ""private""]}",1.0
get+youtube_v3_videos,items.status.publicStatsViewable,"This value indicates if the extended video statistics on the watch page can be viewed by everyone. Note that the view count, likes, etc will still be visible if this is disabled. @mutable youtube.videos.insert youtube.videos.update",1.0
get+youtube_v3_videos,items.status.publishAt,"The date and time when the video is scheduled to publish. It can be set only if the privacy status of the video is private, schema: {""type"": ""string"", ""format"": ""date-time""}",1.0
get+youtube_v3_videos,items.status.rejectionReason,"This value explains why YouTube rejected an uploaded video. This property is only present if the uploadStatus property indicates that the upload was rejected, schema: {""type"": ""string"", ""enum"": [""copyright"", ""inappropriate"", ""duplicate"", ""termsOfUse"", ""uploaderAccountSuspended"", ""length"", ""claim"", ""uploaderAccountClosed"", ""trademark"", ""legal""]}",1.0
get+youtube_v3_videos,items.status.uploadStatus,"The status of the uploaded video, schema: {""type"": ""string"", ""enum"": [""uploaded"", ""processed"", ""failed"", ""rejected"", ""deleted""]}",1.0
get+youtube_v3_videos,items.suggestions.processingErrors,"A list of errors that will prevent YouTube from successfully processing the uploaded video video. These errors indicate that, regardless of the video's current processing status, eventually, that status will almost certainly be failed",0.0
get+youtube_v3_videos,items.suggestions.tagSuggestions.categoryRestricts,"A set of video categories for which the tag is relevant. You can use this information to display appropriate tag suggestions based on the video category that the video uploader associates with the video. By default, tag suggestions are relevant for all categories if there are no restricts defined for the keyword",1.0
get+youtube_v3_videos,items.topicDetails.topicIds,"A list of Freebase topic IDs that are centrally associated with the video. These are topics that are centrally featured in the video, and it can be said that the video is mainly about each of these. You can retrieve information about each topic using the < a href=""http://wiki.freebase.com/wiki/Topic_API"">Freebase Topic API",1.0
get+youtube_v3_videos,kind,"Identifies what kind of resource this is. Value: the fixed string ""youtube#videoListResponse""",1.0
get+youtube_v3_videos,nextPageToken,"Attribute pageToken is responded to by parameter VideoListResponse with a description: The *pageToken* parameter identifies a specific page in the result set that should be returned. In an API response, the nextPageToken and prevPageToken properties identify other pages that could be retrieved. *Note:* This parameter is supported for use in conjunction with the myRating and chart parameters, but it is not supported for use in conjunction with the id parameter",1.0
get+youtube_v3_videos,pageInfo.resultsPerPage,"Attribute maxResults is responded to by parameter PageInfo with a description: The *maxResults* parameter specifies the maximum number of items that should be returned in the result set. *Note:* This parameter is supported for use in conjunction with the myRating and chart parameters, but it is not supported for use in conjunction with the id parameter
The number of results included in the API response, schema: {""type"": ""integer"", ""format"": ""int32""}",0.5
get+youtube_v3_videos,pageInfo.totalResults,"The total number of results in the result set, schema: {""type"": ""integer"", ""format"": ""int32""}",1.0
